transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,490,19.31,43.36,0.74,900,0.8316200000000001
1,1400,19.22,43.39,0.74,910,0.5847252747252747
2,2490,19.05,43.4,0.74,1090,0.6979449541284405
3,3750,18.84,43.48,0.74,1260,0.8043333333333333
4,5100,18.54,43.83,0.74,1350,0.8604074074074075
5,6420,18.36,44.03,0.74,1320,0.841159090909091
6,7690,18.25,44.26,0.74,1270,0.8010000000000002
7,9020,18.13,44.47,0.74,1330,0.834157894736842
8,10400,17.99,44.58,0.74,1380,0.8652826086956522
9,11850,17.87,44.68,0.74,1450,0.8817379310344826
10,13360,17.85,44.65,0.74,1510,0.9166158940397349
11,14870,17.7,45.13,0.74,1510,0.8948079470198674
12,16510,17.52,45.19,0.74,1640,0.9473170731707318
13,18200,17.37,45.39,0.74,1690,0.9628402366863906
14,19900,17.41,45.18,0.74,1700,0.9277764705882353
15,21610,17.31,45.42,0.74,1710,0.9303625730994154
16,23300,17.21,45.66,0.74,1690,0.8544911242603549
17,25120,17.2,45.48,0.74,1820,0.9190384615384615
18,27050,22.24,36.15,0.74,1930,0.9153730569948189
19,29160,23.68,34.06,0.74,2110,1.0436635071090046
20,31340,24.88,32.56,0.74,2180,1.1804220183486238
21,33470,21.13,40.62,0.74,2130,1.3832629107981225
22,35520,22.34,37.61,0.74,2050,1.4056487804878048
23,37400,22.36,38.05,0.74,1880,1.4947393617021274
24,39130,22.56,36.83,0.74,1730,1.3979421965317922
25,40770,22.79,35.45,0.74,1640,1.3836951219512195
26,42420,22.77,34.74,0.74,1650,1.3958
27,44070,23.16,33.49,0.74,1650,1.387430303030303
28,45860,23.29,33.06,0.74,1790,1.4999217877094975
29,47520,23.2,32.81,0.74,1660,1.3502289156626506
30,49170,23.16,32.36,0.74,1650,1.3209212121212122
31,50890,23.11,32.25,0.74,1720,1.3345465116279072
32,52620,22.8,32.98,0.74,1730,1.3012312138728326
33,54450,22.62,33.34,0.74,1830,1.352032786885246
34,56380,22.37,33.73,0.74,1930,1.3923626943005183
35,58400,22.05,34.05,0.74,2020,1.4176782178217824
36,60590,21.19,34.6,0.74,2190,1.508287671232877
37,62730,20.99,34.8,0.74,2140,1.4367523364485981
38,64760,20.73,34.75,0.74,2030,1.3605763546798033
39,66780,22.12,32.12,0.74,2020,1.3554851485148516
40,68890,21.95,32.21,0.74,2110,1.4239857819905213
41,70980,21.7,32.06,0.74,2090,1.4230956937799044
42,73130,21.51,32.08,0.74,2150,1.4659534883720933
43,75320,21.27,31.92,0.74,2190,1.494584474885845
44,77350,21.03,31.98,0.74,2030,1.4073990147783253
45,79350,21.0,32.29,0.74,2000,1.391405
46,81290,20.85,32.22,0.74,1940,1.364639175257732
47,83290,20.64,32.02,0.74,2000,1.404685
48,85150,20.49,32.06,0.74,1860,1.3071720430107527
49,87010,20.39,31.51,0.74,1860,1.3184731182795697
50,88850,20.24,31.67,0.74,1840,1.3128858695652172
51,90660,20.12,31.21,0.74,1810,1.2929171270718232
