transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,330,17.44,45.64,0.55,900,0.9333235294117648
1,1160,17.39,45.51,0.55,830,0.5343373493975903
2,2160,17.31,45.44,0.55,1000,0.64158
3,3380,17.17,45.24,0.55,1220,0.7802622950819672
4,4750,16.99,45.3,0.55,1370,0.8749489051094892
5,6050,16.72,45.79,0.55,1300,0.8326076923076924
6,7430,16.6,45.97,0.55,1380,0.8791811594202897
7,9000,16.44,46.26,0.55,1570,0.9874649681528662
8,10570,16.28,46.62,0.55,1570,0.9872101910828024
9,12270,16.14,46.94,0.55,1700,1.0343000000000002
10,13980,16.04,47.21,0.55,1710,1.0395263157894736
11,15670,15.77,47.74,0.55,1690,0.9793668639053253
12,17520,15.54,48.13,0.55,1850,1.0657567567567567
13,19400,15.36,48.47,0.55,1880,1.0294255319148935
14,21420,15.33,48.45,0.55,2020,1.1008217821782178
15,23320,15.23,48.58,0.55,1900,0.9625157894736844
16,25330,16.8,45.14,0.55,2010,1.008641791044776
17,27480,24.58,30.82,0.55,2150,1.0223627906976744
18,29700,26.36,28.42,0.55,2220,1.1542387387387387
19,31950,28.36,26.07,0.55,2250,1.2242177777777778
20,34110,30.34,23.44,0.55,2160,1.4782314814814814
21,36040,31.36,22.23,0.55,1930,1.3488860103626943
22,37760,24.81,30.73,0.55,1720,1.4008779069767443
23,39280,24.89,29.94,0.55,1520,1.2405723684210526
24,40620,25.3,29.05,0.55,1340,1.1475000000000004
25,41850,25.05,28.54,0.55,1230,1.055926829268293
26,43070,25.18,28.17,0.55,1220,1.0481721311475412
27,44280,25.55,27.5,0.55,1210,1.0271735537190083
28,45540,25.38,27.9,0.55,1260,1.067849206349206
29,46820,25.16,27.94,0.55,1280,1.0844609375
30,48050,25.22,27.2,0.55,1230,0.9961544715447156
31,49210,24.95,27.49,0.55,1160,0.9386206896551724
32,50460,24.66,27.63,0.55,1250,1.0034239999999999
33,51710,24.41,28.33,0.55,1250,0.947352
34,53050,24.4,28.21,0.55,1340,1.0156044776119402
35,54640,24.35,28.26,0.55,1590,1.1708930817610061
36,56180,24.37,28.62,0.55,1540,1.1181818181818182
37,57770,24.38,28.6,0.55,1590,1.1442264150943395
38,59400,24.04,29.0,0.55,1630,1.1365092024539878
39,61030,23.6,29.17,0.55,1630,1.1345766871165643
40,62590,23.8,28.64,0.55,1560,1.0561346153846154
41,64140,23.35,28.54,0.54,1550,1.0492129032258064
42,65810,23.39,28.54,0.54,1670,1.13048502994012
43,67500,22.54,29.12,0.54,1690,1.1442248520710059
44,69140,21.92,29.48,0.54,1640,1.1207560975609756
45,70830,21.61,29.54,0.54,1690,1.1589881656804732
46,72460,21.36,29.54,0.54,1630,1.1192269938650308
47,74140,20.94,29.03,0.54,1680,1.1538988095238096
48,75930,20.64,29.12,0.54,1790,1.234994413407821
49,77650,20.35,29.09,0.54,1720,1.1994767441860466
50,79380,20.09,29.33,0.54,1730,1.2106473988439306
51,81150,19.82,29.61,0.54,1770,1.2519265536723163
52,82960,19.53,29.7,0.54,1810,1.2796077348066297
53,84620,19.37,29.76,0.54,1660,1.1749216867469878
54,86320,19.21,29.76,0.54,1700,1.2007529411764706
55,88020,19.01,29.85,0.54,1700,1.2163529411764706
56,89700,18.89,29.94,0.54,1680,1.2040714285714285
57,91470,18.86,29.77,0.54,1770,1.2658870056497173
58,93230,18.42,29.9,0.54,1760,1.2584204545454547
59,95040,18.04,30.04,0.54,1810,1.2936077348066297
60,96890,17.79,30.05,0.54,1850,1.320664864864865
61,98810,17.63,30.16,0.54,1920,1.3694635416666665
62,100770,17.36,30.61,0.54,1960,1.3973316326530612
63,102600,17.1,30.79,0.54,1830,1.2884535519125682
64,104390,16.97,31.06,0.54,1790,1.2578715083798881
65,106200,16.93,31.24,0.54,1810,1.2530165745856352
66,107930,17.04,31.38,0.54,1730,1.200578034682081
67,109720,17.09,31.81,0.54,1790,1.225536312849162
68,111600,17.1,32.27,0.54,1880,1.2863882978723402
69,113460,26.77,21.36,0.54,1860,1.2546182795698924
70,115420,28.79,19.67,0.54,1960,1.3409030612244899
71,117390,30.8,18.25,0.54,1970,1.4244619289340101
72,119280,24.87,24.65,0.54,1890,1.449994708994709
73,121070,23.61,25.99,0.54,1790,1.47468156424581
74,122710,27.59,21.55,0.54,1640,1.3774634146341467
75,124190,27.18,22.39,0.54,1480,1.2835202702702702
76,125600,26.08,23.86,0.54,1410,1.2236382978723404
77,126900,23.83,26.97,0.54,1300,1.1531999999999998
78,128100,22.45,28.89,0.54,1200,1.0680166666666668
79,129390,22.65,28.62,0.54,1290,1.1459612403100774
80,130710,24.01,27.06,0.54,1320,1.1590454545454547
81,132080,24.58,27.05,0.54,1370,1.200941605839416
82,133290,23.65,28.58,0.53,1210,1.059561983471074
83,134430,23.07,30.63,0.53,1140,0.9819561403508771
84,135570,22.69,31.84,0.53,1140,0.9820526315789474
85,136690,22.43,32.82,0.53,1120,0.9637232142857142
86,137900,22.58,32.73,0.53,1210,1.0158099173553716
87,139220,22.38,33.85,0.53,1320,1.108507575757576
88,140540,22.74,33.13,0.53,1320,1.1029469696969698
89,141810,22.75,32.84,0.53,1270,1.0413385826771653
90,143070,22.78,33.3,0.53,1260,1.0321984126984127
91,144250,23.78,32.22,0.53,1180,0.9642033898305085
92,145490,24.16,31.45,0.53,1240,1.0052983870967742
93,146740,23.08,33.27,0.53,1250,1.0130480000000002
94,148010,23.11,33.3,0.53,1270,1.0140708661417321
95,149260,23.08,33.53,0.53,1250,0.9872960000000002
96,150420,22.49,34.92,0.53,1160,0.918448275862069
97,151570,22.19,35.31,0.53,1150,0.9038260869565218
98,152780,22.33,35.44,0.53,1210,0.9440000000000001
