transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,590,16.57,47.67,0.62,900,0.7688166666666666
1,1520,16.46,47.8,0.62,930,0.5975698924731182
2,2560,16.12,47.76,0.62,1040,0.6665288461538461
3,3760,15.93,47.99,0.62,1200,0.7668999999999999
4,5210,15.97,48.04,0.62,1450,0.9238896551724137
5,6680,15.86,48.29,0.62,1470,0.9363809523809522
6,8080,15.69,48.95,0.62,1400,0.8802214285714286
7,9560,15.43,49.8,0.62,1480,0.9274189189189189
8,11160,15.35,50.17,0.62,1600,0.9887812500000001
9,12910,15.43,49.94,0.62,1750,1.0592514285714285
10,14780,15.12,50.51,0.62,1870,1.1109090909090908
11,16720,15.03,50.74,0.62,1940,1.1143350515463917
12,18750,14.68,51.35,0.62,2030,1.127669950738916
13,20800,14.71,50.95,0.62,2050,1.1149512195121951
14,22940,14.62,50.79,0.62,2140,1.0921915887850464
15,25280,14.91,49.65,0.62,2340,1.1735042735042736
16,27690,21.89,35.26,0.62,2410,1.1419170124481328
17,30120,23.56,32.61,0.62,2430,1.2829794238683128
18,32480,25.4,30.54,0.62,2360,1.3048728813559325
19,34780,22.19,36.02,0.62,2300,1.582626086956522
20,36850,21.27,37.65,0.62,2070,1.5833574879227055
21,38670,21.49,34.78,0.62,1820,1.4723901098901098
22,40240,22.0,33.22,0.62,1570,1.3176178343949045
23,41770,22.21,31.15,0.62,1530,1.3040588235294117
24,43310,22.53,31.07,0.61,1540,1.3082272727272728
25,44840,22.77,30.22,0.61,1530,1.2856797385620917
26,46260,23.18,29.1,0.61,1420,1.200725352112676
27,47590,23.05,28.83,0.61,1330,1.0825112781954886
28,48900,23.37,27.83,0.61,1310,1.0551068702290076
29,50240,23.58,27.05,0.61,1340,1.0813358208955226
30,51600,22.93,28.89,0.61,1360,1.0308823529411766
31,53200,22.42,29.3,0.61,1600,1.20775625
32,54820,22.68,29.01,0.61,1620,1.1855308641975308
33,56450,22.67,29.4,0.61,1630,1.1813067484662576
34,58250,22.73,29.45,0.61,1800,1.2731888888888891
35,60220,22.47,28.88,0.61,1970,1.3668781725888326
36,62270,22.32,29.0,0.61,2050,1.3910390243902437
37,64330,22.7,28.67,0.61,2060,1.3889077669902914
38,66510,22.5,28.79,0.61,2180,1.4698073394495412
39,68760,22.01,27.55,0.61,2250,1.5223644444444444
40,70990,21.68,27.66,0.61,2230,1.5229551569506723
41,73260,21.28,27.79,0.61,2270,1.5510176211453743
42,75570,20.82,28.07,0.61,2310,1.5801298701298705
43,77810,20.37,28.38,0.61,2240,1.5543660714285714
44,80070,19.99,29.0,0.61,2260,1.5803982300884953
45,82330,19.66,29.17,0.61,2260,1.589057522123894
46,84490,19.36,29.4,0.61,2160,1.5201712962962963
47,86620,19.24,29.19,0.61,2130,1.5030563380281694
48,88760,19.18,29.19,0.61,2140,1.5261308411214953
49,90930,19.02,29.04,0.61,2170,1.5471290322580644
50,93130,18.27,29.53,0.61,2200,1.5688000000000004
51,95190,17.7,30.0,0.61,2060,1.467611650485437
52,97210,17.39,30.32,0.61,2020,1.4386485148514851
53,99250,17.4,30.43,0.61,2040,1.4544215686274506
54,101370,16.95,31.02,0.61,2120,1.5004905660377357
55,103380,16.64,31.84,0.61,2010,1.415328358208955
56,105380,17.07,31.1,0.61,2000,1.394835
57,107300,17.2,31.24,0.61,1920,1.3356875
58,109220,17.56,31.42,0.61,1920,1.3180208333333334
59,111200,17.67,31.78,0.61,1980,1.3558030303030302
60,113180,24.25,23.71,0.61,1980,1.3359545454545456
61,115110,25.71,22.54,0.61,1930,1.2997512953367876
62,116920,26.94,22.06,0.61,1810,1.3086740331491713
63,118740,27.01,22.27,0.61,1820,1.3160934065934067
64,120440,22.15,28.46,0.61,1700,1.3961588235294118
65,122000,22.26,28.18,0.61,1560,1.2845641025641026
66,123500,22.36,29.36,0.61,1500,1.2926266666666664
67,124890,21.83,31.11,0.61,1390,1.2051510791366904
68,126170,22.04,30.81,0.61,1280,1.1168906250000001
69,127380,21.69,30.89,0.61,1210,1.0741735537190085
70,128600,20.97,32.17,0.61,1220,1.0836639344262295
71,129700,21.13,32.3,0.61,1100,0.9773181818181814
72,130950,20.83,33.08,0.61,1250,1.098464
73,132160,21.33,32.8,0.61,1210,1.0639173553719008
74,133270,22.31,31.33,0.61,1110,0.9741621621621624
75,134390,22.21,32.1,0.61,1120,0.9630982142857143
76,135640,22.43,32.59,0.61,1250,1.0724639999999996
77,137060,22.55,32.96,0.61,1420,1.2069154929577466
78,138380,22.78,32.81,0.61,1320,1.106840909090909
79,139650,22.77,33.0,0.61,1270,1.065259842519685
80,141080,22.61,33.26,0.61,1430,1.176132867132867
81,142540,22.39,34.05,0.61,1460,1.1928356164383564
82,143840,22.53,34.17,0.61,1300,1.0639000000000003
83,145250,22.73,34.51,0.61,1410,1.1387659574468083
84,146590,22.34,35.89,0.61,1340,1.0832985074626866
85,148180,22.54,35.67,0.61,1590,1.2635220125786166
86,149740,22.64,35.46,0.61,1560,1.227871794871795
87,151320,22.46,35.84,0.61,1580,1.241006329113924
88,152930,22.57,36.15,0.61,1610,1.2510124223602483
89,154440,22.43,36.06,0.61,1510,1.1735364238410595
90,155950,22.13,36.15,0.61,1510,1.1731854304635763
91,157470,21.82,36.34,0.61,1520,1.18125
92,159070,21.58,36.74,0.61,1600,1.24203125
93,160680,21.34,36.82,0.61,1610,1.2497639751552796
94,162160,21.03,37.16,0.61,1480,1.151331081081081
95,163640,20.56,38.16,0.61,1480,1.1505135135135136
96,165290,20.19,38.58,0.61,1650,1.280181818181818
97,166800,19.87,39.14,0.61,1510,1.1875099337748343
98,168290,19.76,39.16,0.61,1490,1.1728859060402685
99,169800,19.27,40.31,0.61,1510,1.188384105960265
100,171260,18.52,42.35,0.61,1460,1.150417808219178
101,172730,18.05,43.44,0.61,1470,1.1579523809523813
102,173630,17.79,44.11,0.61,900,0.7239777777777778
103,174770,17.47,44.8,0.61,1140,0.9133245614035087
104,175980,17.26,45.57,0.61,1210,0.9684297520661156
105,177310,17.06,46.4,0.61,1330,1.0624285714285715
106,178680,16.77,46.29,0.61,1370,1.0934014598540145
107,180080,16.57,45.79,0.61,1400,1.1171214285714288
108,181510,16.57,45.55,0.61,1430,1.1408461538461538
109,182930,16.53,45.43,0.61,1420,1.1327464788732393
110,184300,16.42,45.43,0.61,1370,1.0936277372262775
111,185810,16.28,45.23,0.61,1510,1.2041456953642384
112,187180,16.08,45.73,0.61,1370,1.0942554744525548
113,188560,15.89,46.22,0.61,1380,1.0885869565217392
114,190060,15.71,46.23,0.61,1500,1.1823866666666667
115,191430,15.54,46.23,0.61,1370,1.0714379562043796
116,192940,15.66,46.24,0.61,1510,1.1745099337748344
117,194310,15.62,46.33,0.61,1370,1.0676934306569343
118,195760,15.42,46.35,0.61,1450,1.114103448275862
119,197180,15.5,46.05,0.61,1420,1.0918309859154929
120,198530,21.03,34.48,0.61,1350,1.0212444444444444
121,200010,22.88,31.76,0.61,1480,1.1072702702702701
122,201550,23.72,30.16,0.61,1540,1.1507402597402598
123,203040,24.81,28.37,0.61,1490,1.1430000000000002
124,204490,25.74,27.48,0.61,1450,1.1130413793103449
125,205860,26.91,26.02,0.61,1370,1.1025547445255475
126,207200,21.8,34.04,0.6,1340,1.0964402985074628
127,208430,21.35,34.08,0.6,1230,1.0085691056910568
128,209630,21.22,34.54,0.6,1200,1.0274916666666667
129,210710,21.66,33.96,0.6,1080,0.930675925925926
130,211880,21.47,34.32,0.6,1170,1.0066495726495728
131,212980,21.62,34.05,0.6,1100,0.9646545454545453
132,214040,21.81,33.84,0.6,1060,0.9346226415094342
133,214990,21.9,33.46,0.6,950,0.8394736842105263
134,216140,22.32,32.69,0.6,1150,1.0130347826086958
135,217230,22.08,33.98,0.6,1090,0.9614587155963303
136,218200,22.37,34.09,0.6,970,0.8568865979381444
137,219350,22.52,34.28,0.6,1150,1.012886956521739
138,220430,22.18,35.22,0.6,1080,0.9321111111111111
139,221450,21.81,36.62,0.6,1020,0.8800686274509804
140,222440,21.76,37.61,0.6,990,0.8548383838383842
141,223640,21.71,38.08,0.6,1200,1.0257833333333335
142,224610,21.81,40.29,0.6,970,0.8280721649484537
143,225740,22.08,40.25,0.6,1130,0.9623008849557522
144,226790,22.21,40.02,0.6,1050,0.8949047619047619
145,227810,21.98,39.76,0.6,1020,0.8494803921568628
146,228910,21.94,39.69,0.6,1100,0.915090909090909
147,230020,21.63,40.15,0.6,1110,0.9231981981981983
148,231210,21.46,40.37,0.6,1190,0.9889159663865545
149,232270,21.46,40.61,0.6,1060,0.8825377358490566
150,233360,21.26,40.6,0.6,1090,0.907229357798165
151,234430,20.88,41.27,0.6,1070,0.8908037383177568
152,235500,20.69,41.51,0.6,1070,0.8907196261682243
153,236670,20.33,42.03,0.6,1170,0.9724102564102565
154,237820,20.29,41.69,0.6,1150,0.9560608695652173
155,238720,21.91,38.05,0.6,900,0.7508000000000001
156,239780,22.09,37.72,0.6,1060,0.8816415094339622
157,240610,22.12,37.78,0.6,830,0.6936024096385542
158,241690,20.96,39.73,0.6,1080,0.899
159,242690,20.91,39.6,0.6,1000,0.8333300000000001
160,243840,20.52,40.46,0.6,1150,0.9560347826086956
161,244870,20.56,40.2,0.6,1030,0.8578446601941746
162,245860,20.22,40.76,0.6,990,0.8248080808080809
163,247050,19.98,41.24,0.6,1190,0.9885966386554621
164,248060,19.87,41.38,0.6,1010,0.8412178217821781
165,249120,19.89,41.29,0.6,1060,0.8917358490566037
166,250090,19.99,40.98,0.6,970,0.817979381443299
167,251230,19.95,40.94,0.6,1140,0.9587719298245614
168,252270,19.97,40.77,0.6,1040,0.8759615384615385
169,253270,19.77,41.1,0.6,1000,0.8431799999999999
170,254260,19.73,41.04,0.6,990,0.8347777777777777
171,255190,19.7,41.0,0.6,930,0.7850537634408602
172,256290,19.6,41.11,0.6,1100,0.9260363636363635
173,257340,19.61,40.98,0.6,1050,0.8847428571428572
174,258270,19.39,41.44,0.6,930,0.7851827956989246
175,259450,19.25,41.71,0.6,1180,0.9921525423728811
176,260440,19.26,41.55,0.6,990,0.8346161616161618
177,261530,19.24,41.51,0.6,1090,0.9171284403669723
178,262570,19.37,41.17,0.6,1040,0.8757019230769232
179,263630,19.39,40.94,0.6,1060,0.8924528301886793
180,264710,19.23,41.11,0.6,1080,0.9098518518518519
181,265790,19.06,41.25,0.6,1080,0.9096944444444446
182,266750,18.91,41.41,0.6,960,0.8100937500000001
183,267860,18.95,41.23,0.6,1110,0.9338198198198198
184,268880,18.84,41.33,0.6,1020,0.8591666666666667
185,270030,18.58,41.58,0.6,1150,0.9659391304347826
186,271070,18.31,41.83,0.6,1040,0.8654134615384615
187,272200,18.1,42.05,0.6,1130,0.939274336283186
188,273350,17.81,42.43,0.6,1150,0.9560000000000001
189,274340,17.67,42.64,0.6,990,0.8253232323232323
190,275550,17.82,42.29,0.59,1210,1.0053471074380167
191,276570,17.79,42.32,0.59,1020,0.8497058823529413
192,277720,17.84,42.18,0.59,1150,0.9718695652173912
193,278700,17.77,42.23,0.59,980,0.8357244897959183
194,279740,18.04,41.7,0.59,1040,0.8860769230769231
195,280780,18.15,41.59,0.59,1040,0.8859903846153846
196,281790,18.0,41.85,0.59,1010,0.8816336633663366
197,282860,18.2,41.41,0.59,1070,0.9332523364485982
198,283780,18.33,41.24,0.59,920,0.8042934782608695
199,284910,23.67,31.53,0.59,1130,0.9920973451327433
200,285890,25.48,29.74,0.59,980,0.865091836734694
201,286870,26.34,28.61,0.59,980,0.8652142857142858
202,287680,26.94,27.78,0.59,810,0.7179135802469137
203,288600,27.51,27.04,0.59,920,0.8543804347826087
