transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,730,18.98,42.57,0.7,900,0.6811621621621623
1,1770,18.88,42.62,0.7,1040,0.668125
2,3060,18.74,42.52,0.7,1290,0.8252170542635658
3,4500,18.5,42.52,0.7,1440,0.9200624999999999
4,6000,18.37,42.72,0.7,1500,0.9574866666666668
5,7620,18.28,43.16,0.7,1620,1.021895061728395
6,9240,18.13,42.9,0.7,1620,1.0121790123456789
7,10870,17.98,43.39,0.7,1630,1.0157423312883436
8,12540,17.87,43.49,0.7,1670,1.0095508982035928
9,14220,18.03,42.68,0.7,1680,1.015672619047619
10,15990,17.7,43.59,0.7,1770,1.0170564971751415
11,17830,17.74,43.0,0.7,1840,1.0549293478260868
12,19610,18.16,42.16,0.7,1780,0.9696516853932585
13,21490,17.63,43.41,0.7,1880,1.0245851063829785
14,23270,17.92,42.72,0.7,1780,0.9009213483146069
15,25240,17.67,43.37,0.7,1970,0.9921218274111675
16,27380,21.21,37.02,0.7,2140,1.0179345794392525
17,29660,22.35,35.44,0.7,2280,1.181201754385965
18,32010,23.26,34.44,0.7,2350,1.2785744680851063
19,34410,23.61,33.35,0.7,2400,1.6428166666666668
20,36640,23.57,33.45,0.7,2230,1.6625964125560537
21,38620,22.45,34.04,0.7,1980,1.5959747474747474
22,40440,22.14,35.49,0.69,1820,1.5196098901098902
23,42140,22.41,33.42,0.69,1700,1.4401764705882352
24,43940,22.63,32.54,0.69,1800,1.5140833333333332
25,45860,22.77,31.58,0.69,1920,1.60625
26,47650,22.72,31.65,0.69,1790,1.4489720670391064
27,49340,22.78,31.6,0.69,1690,1.3527751479289938
28,51000,22.93,30.19,0.69,1660,1.2824939759036145
29,52700,22.72,30.39,0.69,1700,1.2781470588235297
30,54530,22.63,30.49,0.69,1830,1.3479945355191256
31,56360,22.44,30.87,0.69,1830,1.3215464480874315
32,58260,22.46,30.32,0.69,1900,1.3365526315789473
33,60330,22.46,30.31,0.69,2070,1.4273623188405795
34,62410,21.26,32.57,0.69,2080,1.4028076923076922
35,64470,20.87,32.97,0.69,2060,1.38195145631068
36,66470,20.48,33.47,0.69,2000,1.3440699999999999
37,68550,20.83,32.7,0.69,2080,1.4002692307692308
38,70720,20.77,32.72,0.69,2170,1.4797972350230413
39,72860,20.69,32.72,0.69,2140,1.4611775700934577
40,75200,20.52,32.48,0.69,2340,1.5956794871794875
41,77400,20.33,32.64,0.69,2200,1.5208272727272727
42,79590,20.08,32.62,0.69,2190,1.523109589041096
43,81830,19.96,32.48,0.69,2240,1.5714866071428573
44,84020,19.83,32.33,0.69,2190,1.5384063926940639
45,86250,19.74,32.23,0.69,2230,1.5657668161434983
46,88390,19.59,32.04,0.69,2140,1.5220654205607473
47,90400,19.48,32.04,0.69,2010,1.4325572139303484
48,92220,19.38,31.81,0.69,1820,1.2994725274725272
49,93980,19.08,31.97,0.69,1760,1.2562784090909092
50,95850,18.86,31.78,0.69,1870,1.3325347593582888
51,97720,18.66,31.75,0.69,1870,1.3339625668449198
52,99580,18.49,31.84,0.69,1860,1.3278602150537637
53,101310,18.35,31.78,0.69,1730,1.227734104046243
54,103030,18.21,31.99,0.69,1720,1.2118139534883723
55,104730,18.17,31.88,0.69,1700,1.1919529411764707
56,106570,18.28,31.89,0.69,1840,1.2764836956521741
57,108400,18.38,31.85,0.69,1830,1.2636065573770487
58,110150,18.4,32.23,0.69,1750,1.1989657142857142
59,111910,21.12,28.56,0.69,1760,1.1986136363636364
60,113820,22.84,27.31,0.69,1910,1.2837958115183246
61,115560,23.97,26.47,0.69,1740,1.205477011494253
62,117150,24.47,26.39,0.69,1590,1.1557610062893084
63,118570,25.1,25.74,0.69,1420,1.0323802816901408
64,119940,24.93,25.89,0.69,1370,1.1275401459854013
65,121140,25.02,26.1,0.69,1200,0.9932916666666665
66,122200,25.07,26.03,0.69,1060,0.8779528301886793
67,123160,25.27,25.99,0.69,960,0.8349687499999999
68,124210,25.23,26.31,0.69,1050,0.9122857142857143
69,125240,25.37,26.33,0.69,1030,0.8959902912621357
70,126110,25.2,26.68,0.69,870,0.7638275862068967
71,127040,23.5,29.97,0.69,930,0.8297096774193549
72,127980,22.77,31.81,0.69,940,0.8389255319148935
73,128910,22.42,32.52,0.69,930,0.8297741935483872
74,129780,22.6,32.13,0.69,870,0.7744022988505744
75,130850,22.32,33.0,0.69,1070,0.9421775700934579
76,131830,22.48,32.11,0.69,980,0.8637857142857144
77,132880,23.54,30.28,0.69,1050,0.9237047619047619
78,133940,24.31,29.37,0.69,1060,0.9138867924528301
79,135060,24.48,29.72,0.69,1120,0.9624910714285715
80,136110,24.24,30.61,0.69,1050,0.9027999999999999
81,137220,24.46,30.59,0.69,1110,0.9405315315315315
82,138290,24.45,31.09,0.69,1070,0.8998785046728972
83,139410,24.92,30.47,0.69,1120,0.9409464285714286
84,140630,25.27,30.02,0.69,1220,1.014754098360656
85,141800,24.92,30.75,0.69,1170,0.9590512820512822
86,143040,25.12,30.6,0.69,1240,1.0152983870967742
87,144200,24.54,31.69,0.69,1160,0.9477241379310346
88,145330,23.51,33.22,0.69,1130,0.9157433628318582
89,146590,23.03,34.25,0.69,1260,1.0188095238095238
90,147970,23.74,33.34,0.69,1380,1.101478260869565
91,149270,24.35,32.08,0.69,1300,1.0255076923076922
92,150510,24.89,31.25,0.69,1240,0.9790725806451614
93,151840,22.77,34.87,0.69,1330,1.0391804511278195
94,153150,22.6,35.58,0.69,1310,1.0201832061068703
95,154480,22.41,35.35,0.69,1330,1.0348872180451127
96,155950,22.25,35.67,0.69,1470,1.1418843537414964
97,157450,21.98,36.15,0.69,1500,1.1650733333333334
98,159020,21.9,35.94,0.69,1570,1.2189426751592358
99,160560,21.69,35.99,0.69,1540,1.1962857142857144
100,162160,21.69,35.62,0.69,1600,1.2418437500000001
101,163650,21.57,35.64,0.69,1490,1.1581543624161073
102,165160,21.32,36.03,0.69,1510,1.1733576158940398
103,166530,21.29,35.94,0.69,1370,1.0786715328467154
104,167950,21.19,35.99,0.69,1420,1.1195281690140844
105,169450,21.03,36.23,0.69,1500,1.1815333333333333
106,170920,20.85,36.36,0.69,1470,1.15821768707483
107,172230,20.67,36.61,0.69,1310,1.0339007633587787
108,173130,20.52,36.85,0.69,900,0.7197555555555555
109,174240,20.24,37.37,0.69,1110,0.8892252252252254
110,175440,20.01,37.7,0.69,1200,0.9601166666666666
111,176870,19.84,37.86,0.69,1430,1.1408601398601397
112,178230,19.52,38.46,0.69,1360,1.0860661764705883
113,179660,19.32,38.57,0.69,1430,1.141076923076923
114,181020,19.15,38.7,0.69,1360,1.0859264705882352
115,182370,19.08,38.58,0.69,1350,1.0778814814814817
116,183710,18.91,38.85,0.69,1340,1.0700223880597013
