transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,830,19.53,39.96,0.49,900,0.617154761904762
1,1820,19.33,39.96,0.49,990,0.6358181818181818
2,3000,19.05,39.82,0.49,1180,0.755864406779661
3,4190,18.62,40.3,0.49,1190,0.7711512605042016
4,5490,18.42,40.63,0.49,1300,0.8447615384615387
5,6920,18.27,40.77,0.49,1430,0.9277132867132866
6,8410,18.13,41.04,0.49,1490,0.9371476510067114
7,10020,17.95,41.37,0.49,1610,1.0104409937888197
8,11640,17.79,41.65,0.49,1620,0.9907901234567902
9,13320,17.63,41.98,0.49,1680,1.019857142857143
10,15140,17.46,42.2,0.49,1820,1.068725274725275
11,16880,17.17,42.72,0.49,1740,1.0050977011494255
12,18620,16.99,42.89,0.49,1740,0.9742183908045978
13,20430,16.86,43.39,0.49,1810,0.9887071823204421
14,22450,16.74,43.66,0.49,2020,1.0612425742574256
15,24630,16.7,43.72,0.49,2180,1.1226100917431192
16,26940,26.63,27.11,0.49,2310,1.1040086580086579
17,29420,29.18,24.02,0.49,2480,1.253233870967742
18,32050,32.01,21.38,0.49,2630,1.4280760456273764
19,34670,33.56,19.3,0.49,2620,1.7937900763358783
20,37100,31.28,21.66,0.49,2430,1.867987654320988
21,39280,27.71,25.38,0.49,2180,1.7566651376146787
22,41330,26.45,26.44,0.49,2050,1.7148682926829268
23,43280,27.29,24.64,0.49,1950,1.6370769230769233
24,45130,27.48,24.33,0.49,1850,1.5590540540540545
25,46980,27.76,23.6,0.48,1850,1.5450216216216215
26,48820,28.03,22.73,0.48,1840,1.477875
27,50660,28.18,22.47,0.48,1840,1.4529347826086958
28,52660,28.4,21.82,0.48,2000,1.504835
29,54700,28.5,21.89,0.48,2040,1.5007892156862748
30,56770,27.56,23.12,0.48,2070,1.496342995169082
31,58690,27.52,22.97,0.48,1920,1.3439374999999998
32,60730,28.21,22.17,0.48,2040,1.4152843137254902
33,62800,24.22,26.66,0.48,2070,1.4163574879227048
34,64930,23.58,27.05,0.48,2130,1.4558497652582163
35,67090,23.49,27.38,0.48,2160,1.4759212962962964
36,69250,23.01,28.06,0.48,2160,1.4763055555555555
37,71430,22.76,27.98,0.48,2180,1.4898669724770643
38,73530,22.44,27.8,0.48,2100,1.456109523809524
39,75670,21.96,27.97,0.48,2140,1.4849626168224295
40,77750,21.65,28.11,0.48,2080,1.4444951923076923
41,79770,21.36,28.27,0.48,2020,1.4136831683168318
42,81780,21.11,28.27,0.48,2010,1.4177860696517413
43,83740,20.86,28.39,0.48,1960,1.398005102040816
44,85680,20.68,28.32,0.48,1940,1.387685567010309
45,87590,20.6,28.26,0.48,1910,1.3658638743455498
46,89430,20.44,28.19,0.48,1840,1.3166413043478262
47,91390,20.28,27.92,0.48,1960,1.4012959183673468
48,93300,19.65,28.47,0.48,1910,1.3663664921465968
49,95110,19.33,28.62,0.48,1810,1.2964033149171272
50,96780,19.06,28.75,0.48,1670,1.197562874251497
51,98540,18.79,28.64,0.48,1760,1.2609034090909093
52,100330,18.65,28.92,0.47,1790,1.281921787709497
53,102120,18.48,29.01,0.47,1790,1.2821508379888267
54,103850,18.27,29.33,0.47,1730,1.240150289017341
55,105550,18.19,29.4,0.47,1700,1.2035176470588236
56,107120,18.27,29.7,0.47,1570,1.11143949044586
57,108860,18.22,30.25,0.47,1740,1.2035689655172415
58,110540,18.19,30.68,0.47,1680,1.1545178571428572
59,112250,27.03,20.32,0.47,1710,1.1648304093567252
60,113930,29.77,18.46,0.47,1680,1.1382738095238094
61,115530,32.18,16.68,0.47,1600,1.1198875000000001
62,117150,33.49,16.0,0.47,1620,1.1933086419753087
63,118660,35.22,14.49,0.47,1510,1.114317880794702
64,120190,34.43,15.3,0.47,1530,1.278529411764706
65,121510,35.02,15.07,0.47,1320,1.1057500000000002
66,122720,35.57,14.88,0.47,1210,1.0382727272727272
67,123960,35.39,15.18,0.47,1240,1.0916129032258066
68,125140,36.04,14.83,0.47,1180,1.0384406779661017
69,126200,35.91,14.9,0.47,1060,0.9414905660377358
70,127210,35.9,14.83,0.47,1010,0.9116732673267326
71,128250,35.28,15.22,0.47,1040,0.9384134615384615
72,129330,34.93,15.32,0.46,1080,0.9732685185185185
73,130450,35.22,15.37,0.46,1120,0.9980982142857144
74,131490,35.02,15.84,0.46,1040,0.9276346153846154
75,132500,35.22,15.75,0.46,1010,0.9019801980198019
76,133550,35.19,15.96,0.46,1050,0.9246000000000001
77,134620,35.33,16.67,0.46,1070,0.9327196261682243
78,135770,35.36,17.0,0.46,1150,1.0013043478260868
79,137010,35.27,17.23,0.46,1240,1.0703790322580644
80,138220,34.93,17.32,0.46,1210,1.0290082644628098
81,139530,35.29,17.06,0.46,1310,1.1129923664122137
82,140850,35.04,17.28,0.46,1320,1.1061590909090908
83,142120,35.26,17.18,0.46,1270,1.053779527559055
84,143490,35.64,16.98,0.46,1370,1.1351167883211677
85,145020,36.35,16.53,0.46,1530,1.239045751633987
86,146600,35.81,16.94,0.46,1580,1.275759493670886
87,148140,35.36,17.42,0.46,1540,1.235064935064935
88,149640,35.72,17.45,0.46,1500,1.1972600000000004
89,151220,35.54,17.65,0.46,1580,1.2593860759493671
90,152810,24.97,30.5,0.46,1590,1.2520125786163523
91,154510,24.28,31.12,0.46,1700,1.337064705882353
92,156150,23.9,31.95,0.46,1640,1.2750731707317073
93,157830,23.54,32.37,0.46,1680,1.3046845238095235
94,159480,23.39,32.61,0.46,1650,1.2819151515151515
95,161200,23.07,32.71,0.46,1720,1.3362267441860465
96,162980,22.76,32.95,0.46,1780,1.3967752808988765
97,164760,22.49,33.37,0.46,1780,1.4000280898876405
98,166530,22.27,33.77,0.46,1770,1.392084745762712
99,168280,22.01,34.1,0.46,1750,1.3760285714285714
100,170080,21.39,34.68,0.46,1800,1.4274055555555556
101,171830,20.82,35.44,0.46,1750,1.3931200000000001
102,172800,20.61,35.71,0.46,900,0.7796907216494845
103,173810,20.36,36.05,0.46,1010,0.8112079207920792
