transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,170,17.64,44.25,0.53,900,1.0348888888888887
1,940,17.57,44.25,0.53,770,0.49680519480519486
2,1900,17.43,44.32,0.53,960,0.6173541666666666
3,2920,17.26,44.1,0.53,1020,0.6552156862745099
4,4080,17.13,44.07,0.53,1160,0.7434396551724138
5,5310,17.09,44.21,0.53,1230,0.7873089430894308
6,6600,16.95,44.39,0.53,1290,0.8248682170542637
7,7800,16.88,44.65,0.53,1200,0.7589833333333333
8,9060,16.74,45.01,0.53,1260,0.7940714285714285
9,10330,16.55,45.51,0.53,1270,0.8009763779527559
10,11610,16.46,45.7,0.53,1280,0.7847500000000001
11,12960,16.46,45.71,0.53,1350,0.822651851851852
12,14350,16.31,46.07,0.53,1390,0.846230215827338
13,15800,16.08,46.36,0.53,1450,0.8397862068965516
14,17400,15.89,46.69,0.53,1600,0.9246500000000001
15,19010,15.75,46.85,0.53,1610,0.8886832298136647
16,20690,15.69,46.83,0.53,1680,0.9187440476190476
17,22360,15.64,46.83,0.53,1670,0.8670059880239522
18,24160,15.56,46.82,0.53,1800,0.9149444444444444
19,25950,22.48,33.4,0.52,1790,0.8754357541899441
20,27930,23.97,31.68,0.52,1980,0.9464191919191919
21,29910,25.11,30.25,0.52,1980,1.0559393939393942
22,31950,26.59,28.62,0.52,2040,1.1128774509803923
23,33920,27.88,26.79,0.52,1970,1.3504365482233502
24,35700,27.62,27.14,0.52,1780,1.237983146067416
25,37230,22.92,34.23,0.52,1530,1.2394183006535946
26,38510,20.93,35.67,0.52,1280,1.04603125
27,39650,22.02,33.91,0.52,1140,0.9399122807017543
28,40770,21.89,34.04,0.52,1120,0.9618839285714288
29,41870,22.19,31.71,0.52,1100,0.945681818181818
30,42980,22.13,31.84,0.52,1110,0.9541621621621624
31,44190,22.68,31.17,0.52,1210,1.0290082644628098
32,45430,22.61,31.03,0.52,1240,1.0525645161290325
33,46750,22.61,30.49,0.52,1320,1.1175151515151516
34,48060,23.12,28.69,0.52,1310,1.0596488549618321
35,49290,22.84,29.25,0.52,1230,0.9963414634146341
36,50550,22.97,29.25,0.52,1260,1.0036190476190474
37,51870,21.94,31.31,0.52,1320,1.0014242424242423
38,53240,21.69,31.79,0.52,1370,1.039817518248175
39,54530,22.01,30.88,0.52,1290,0.9541472868217055
40,55820,22.02,31.01,0.52,1290,0.9409457364341085
41,57210,22.0,31.44,0.52,1390,1.0134604316546763
42,58710,21.98,31.55,0.52,1500,1.0498999999999998
43,60350,21.78,31.3,0.52,1640,1.1412804878048781
44,62000,21.65,30.78,0.52,1650,1.1263939393939393
45,63750,22.09,30.2,0.52,1750,1.1848742857142853
46,65530,21.8,30.02,0.52,1780,1.20376404494382
47,67290,22.6,28.29,0.52,1760,1.1895
48,69080,22.05,27.81,0.52,1790,1.2229106145251398
49,70870,21.77,27.91,0.52,1790,1.2292960893854747
50,72630,21.58,27.97,0.52,1760,1.2082329545454544
51,74600,21.22,27.96,0.52,1970,1.3490456852791877
52,76550,20.95,27.93,0.52,1950,1.3513384615384616
53,78550,20.66,28.12,0.52,2000,1.39113
54,80470,20.41,28.47,0.52,1920,1.3527135416666667
55,82300,20.2,28.47,0.52,1830,1.291049180327869
56,84040,19.98,28.65,0.52,1740,1.2307298850574715
57,85890,19.79,28.57,0.52,1850,1.307264864864865
58,87710,19.7,28.56,0.52,1820,1.3011923076923078
59,89490,19.55,28.54,0.52,1780,1.2759887640449437
60,91240,19.44,28.52,0.52,1750,1.25532
61,92990,19.11,28.41,0.52,1750,1.2541885714285714
62,94750,18.83,28.4,0.52,1760,1.2624488636363638
63,96440,18.54,28.58,0.52,1690,1.2129171597633137
64,98130,18.36,28.69,0.52,1690,1.2117337278106508
65,99920,18.2,29.12,0.52,1790,1.2816256983240224
66,101780,17.95,29.19,0.52,1860,1.3181720430107529
67,103600,17.73,29.68,0.52,1820,1.2865824175824179
68,105410,17.7,29.72,0.52,1810,1.2646906077348066
69,107170,17.71,30.04,0.52,1760,1.226215909090909
70,109040,17.89,30.5,0.52,1870,1.2864385026737968
71,110920,17.95,30.96,0.52,1880,1.289404255319149
72,112930,25.89,21.96,0.52,2010,1.3593333333333335
73,114880,27.2,21.22,0.52,1950,1.3165333333333333
74,116810,28.76,20.33,0.52,1930,1.395253886010363
75,118770,28.48,20.77,0.52,1960,1.4191173469387757
76,120760,19.59,32.45,0.52,1990,1.6354472361809047
77,122660,23.24,27.32,0.52,1900,1.5844368421052628
78,124310,22.79,28.44,0.52,1650,1.4271636363636364
79,125880,21.48,30.82,0.52,1570,1.3582356687898092
80,127280,20.8,31.98,0.52,1400,1.2416499999999997
81,128720,20.22,32.86,0.52,1440,1.2768125
82,130080,21.3,31.34,0.52,1360,1.199433823529412
83,131530,21.81,31.33,0.52,1450,1.2716344827586206
84,132920,21.54,32.18,0.52,1390,1.2193021582733814
85,134210,21.22,33.28,0.52,1290,1.1095503875968993
86,135430,21.26,34.29,0.52,1220,1.0496311475409836
87,136800,21.01,35.41,0.52,1370,1.1761021897810218
88,138070,21.03,35.74,0.52,1270,1.0664251968503935
89,139410,20.93,36.13,0.52,1340,1.1238208955223878
90,140800,20.9,36.4,0.52,1390,1.1515827338129498
91,142110,20.92,36.54,0.52,1310,1.0737786259541984
92,143430,21.13,36.41,0.52,1320,1.0818787878787879
93,144780,22.26,34.82,0.52,1350,1.0951333333333333
94,146090,21.81,36.56,0.52,1310,1.0608702290076335
95,147460,21.63,37.37,0.52,1370,1.1086277372262774
96,148830,21.7,37.02,0.52,1370,1.0817080291970804
97,150160,21.19,38.12,0.52,1330,1.0501654135338345
98,151370,21.22,37.91,0.52,1210,0.9537355371900826
99,152610,22.45,35.38,0.52,1240,0.9680564516129033
100,153800,22.39,35.62,0.52,1190,0.9296974789915966
101,155090,22.21,35.98,0.52,1290,1.0067674418604653
102,156300,22.02,36.18,0.52,1210,0.9451570247933886
103,157550,21.8,36.34,0.52,1250,0.9757280000000002
104,158900,21.63,36.39,0.52,1350,1.052362962962963
105,160260,21.44,36.54,0.52,1360,1.0600294117647058
106,161690,21.26,36.66,0.52,1430,1.1136923076923073
107,163110,21.07,36.82,0.52,1420,1.106169014084507
108,164390,20.83,37.16,0.52,1280,0.9986875
109,165640,20.63,37.19,0.52,1250,0.97644
110,166920,20.43,37.44,0.52,1280,1.0111093750000002
111,168220,20.3,37.54,0.52,1300,1.026669230769231
112,169580,20.07,37.85,0.52,1360,1.0735882352941177
113,170930,19.71,38.74,0.52,1350,1.066177777777778
114,172150,19.42,39.29,0.52,1220,0.9650081967213114
115,173050,19.24,39.55,0.52,900,0.7195666666666666
116,174030,18.99,40.12,0.52,980,0.787530612244898
117,175090,18.8,40.49,0.52,1060,0.8506792452830191
118,176210,18.63,40.89,0.52,1120,0.8979553571428572
119,177320,18.44,41.51,0.52,1110,0.8898648648648649
120,178450,18.26,41.63,0.52,1130,0.9058849557522123
121,179620,18.05,41.44,0.52,1170,0.9378461538461539
122,180790,17.92,41.28,0.52,1170,0.9378034188034189
123,181890,17.85,41.21,0.52,1100,0.8823727272727273
124,182990,17.77,41.24,0.52,1100,0.8820727272727273
125,184040,17.69,41.24,0.52,1050,0.8424857142857144
126,185180,17.58,41.24,0.52,1140,0.9136228070175438
127,186400,17.48,41.18,0.52,1220,0.9768688524590162
128,187640,17.28,41.53,0.52,1240,0.9855241935483869
129,188830,17.17,41.77,0.52,1190,0.941638655462185
130,190080,17.01,41.86,0.52,1250,0.9884639999999998
131,191380,16.88,41.68,0.52,1300,1.0183615384615383
132,192690,16.83,41.98,0.52,1310,1.0220763358778628
133,193890,16.85,42.12,0.52,1200,0.9371666666666667
134,195030,16.78,42.18,0.52,1140,0.8815526315789474
135,195960,16.72,42.12,0.52,930,0.7198924731182794
136,196980,16.7,42.05,0.52,1020,0.7885
137,197990,16.73,41.98,0.52,1010,0.781069306930693
138,198930,23.59,30.41,0.52,940,0.7087765957446808
139,199890,24.61,29.23,0.52,960,0.7235104166666667
140,200820,25.18,28.27,0.52,930,0.7015591397849463
141,201700,25.69,27.54,0.52,880,0.6683409090909093
142,202700,26.55,26.39,0.52,1000,0.7732200000000001
143,203610,27.14,25.85,0.52,910,0.7047472527472529
144,204480,27.79,25.02,0.52,870,0.6743793103448277
145,205240,28.49,24.43,0.52,760,0.5950789473684212
146,206000,27.98,25.15,0.52,760,0.628671052631579
147,206810,24.79,29.49,0.52,810,0.6690864197530865
148,207680,21.33,34.54,0.52,870,0.7176781609195402
149,208680,21.1,34.75,0.52,1000,0.8230300000000002
150,209770,21.98,32.9,0.52,1090,0.9386422018348621
151,210850,21.93,33.4,0.52,1080,0.9307407407407409
152,211970,22.21,33.33,0.52,1120,0.9646428571428571
153,213120,22.27,33.44,0.52,1150,1.0097043478260872
154,214280,21.7,34.47,0.52,1160,1.0218706896551726
155,215350,21.25,35.37,0.52,1070,0.9438785046728971
156,216450,21.39,35.17,0.52,1100,0.969909090909091
157,217690,21.81,35.3,0.52,1240,1.0915483870967746
158,218850,21.8,35.68,0.52,1160,1.0220344827586207
159,219930,21.49,36.61,0.52,1080,0.9411851851851851
160,221060,21.55,37.11,0.52,1130,0.9732566371681416
161,222220,21.75,37.3,0.52,1160,0.9987155172413794
162,223330,21.53,38.14,0.52,1110,0.9538378378378379
163,224550,21.66,39.2,0.52,1220,1.0375655737704919
164,225750,21.96,39.15,0.52,1200,1.02105
165,226990,21.81,40.17,0.52,1240,1.0473467741935483
166,228180,22.11,39.88,0.52,1190,0.9889579831932775
167,229390,21.93,39.85,0.52,1210,1.0055123966942148
168,230550,21.75,39.92,0.52,1160,0.9644224137931035
169,231730,21.82,39.71,0.52,1180,0.9808220338983052
170,232850,21.77,39.99,0.52,1120,0.9315982142857143
171,233940,21.59,39.96,0.52,1090,0.9070550458715598
172,235100,21.4,39.93,0.52,1160,0.9643793103448277
173,236180,20.89,40.64,0.52,1080,0.899
174,237240,20.8,40.23,0.52,1060,0.8823490566037737
175,238210,21.55,38.39,0.52,970,0.8088453608247423
176,239270,21.87,37.82,0.52,1060,0.8825849056603774
177,240120,21.81,37.74,0.52,850,0.7102588235294116
178,241010,21.82,37.84,0.52,890,0.743
179,241850,21.42,38.33,0.52,840,0.702154761904762
