transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,170,18.42,44.42,0.69,900,1.0313333333333334
1,1010,18.24,44.55,0.69,840,0.5400714285714285
2,1990,18.14,44.52,0.69,980,0.6285918367346939
3,3040,17.97,44.51,0.69,1050,0.6725428571428572
4,4280,17.77,44.51,0.69,1240,0.7914435483870969
5,5610,17.54,44.65,0.69,1330,0.8480075187969924
6,7030,17.36,44.73,0.69,1420,0.9052957746478874
7,8420,17.24,44.94,0.69,1390,0.873611510791367
8,9900,17.13,45.05,0.69,1480,0.9265472972972973
9,11510,16.99,45.31,0.69,1610,0.9819813664596272
10,13200,16.82,45.5,0.69,1690,1.0194792899408283
11,14950,16.69,46.04,0.69,1750,1.0274800000000002
12,16850,16.43,46.21,0.69,1900,1.0879526315789472
13,18720,16.3,46.4,0.69,1870,1.037609625668449
14,20610,16.25,46.45,0.69,1890,1.0284497354497353
15,22500,16.13,46.67,0.69,1890,0.9753121693121696
16,24540,16.1,46.82,0.69,2040,1.030686274509804
17,26790,22.6,34.31,0.69,2250,1.074968888888889
18,29180,24.94,30.72,0.69,2390,1.182589958158996
19,31680,27.52,27.29,0.69,2500,1.3532199999999999
20,34190,28.45,25.92,0.69,2510,1.6824621513944225
21,36490,29.28,25.0,0.69,2300,1.6684217391304348
22,38540,28.69,25.45,0.69,2050,1.6420975609756097
23,40440,28.44,25.37,0.69,1900,1.5746421052631576
24,42210,29.17,23.77,0.69,1770,1.4940677966101694
25,43950,29.67,22.69,0.69,1740,1.4595
26,45830,29.72,22.39,0.69,1880,1.569867021276596
27,47750,29.2,22.55,0.69,1920,1.548875
28,49560,28.77,22.69,0.69,1810,1.4412209944751382
29,51380,28.47,23.08,0.69,1820,1.383120879120879
30,53160,28.02,23.38,0.69,1780,1.3405224719101125
31,54930,27.6,24.32,0.69,1770,1.290350282485876
32,56810,27.13,24.98,0.69,1880,1.3547819148936169
33,58670,25.87,26.45,0.69,1860,1.2974193548387096
34,60780,24.24,27.69,0.69,2110,1.4564502369668246
35,62880,23.25,28.91,0.69,2100,1.4075952380952383
36,64980,23.09,29.09,0.69,2100,1.4075619047619046
37,67170,22.34,30.38,0.69,2190,1.4664566210045662
38,69380,21.96,30.6,0.69,2210,1.4963122171945702
39,71610,21.67,30.66,0.69,2230,1.5170493273542596
40,73830,21.38,30.89,0.69,2220,1.509310810810811
41,76130,20.92,31.12,0.69,2300,1.5737
42,78370,20.56,31.17,0.69,2240,1.5523080357142856
43,80560,20.23,31.38,0.69,2190,1.5310821917808215
44,82680,19.94,31.59,0.69,2120,1.4856745283018864
45,84780,19.72,31.53,0.69,2100,1.473061904761905
46,86960,19.54,31.53,0.69,2180,1.5378577981651378
47,89060,19.36,31.56,0.69,2100,1.4905904761904765
48,91200,19.21,31.4,0.69,2140,1.5218364485981306
49,93350,18.78,31.57,0.69,2150,1.5320232558139535
50,95520,18.4,31.67,0.69,2170,1.5413963133640554
51,97690,18.11,31.54,0.69,2170,1.540437788018433
52,99810,17.84,31.8,0.69,2120,1.50436320754717
53,101820,17.63,31.99,0.69,2010,1.4160945273631842
54,103700,17.42,32.23,0.69,1880,1.320271276595745
55,105660,17.28,32.59,0.69,1960,1.359816326530612
56,107540,17.23,32.95,0.69,1880,1.3006223404255317
57,109350,17.19,33.04,0.69,1810,1.2349613259668508
58,111030,17.16,33.4,0.69,1680,1.1490178571428569
59,112710,23.46,25.45,0.69,1680,1.136297619047619
60,114410,25.65,23.72,0.69,1700,1.1471235294117648
61,116080,27.85,21.51,0.69,1670,1.1886047904191617
62,117630,28.59,20.99,0.69,1550,1.122974193548387
63,119080,28.44,21.21,0.69,1450,1.104144827586207
64,120480,29.05,20.73,0.69,1400,1.155057142857143
65,121760,30.2,19.81,0.69,1280,1.057484375
66,122890,30.77,19.42,0.69,1130,0.9688938053097346
67,123980,31.03,19.29,0.69,1090,0.9484954128440366
68,125020,31.73,18.83,0.69,1040,0.9048557692307693
69,126050,31.42,19.07,0.69,1030,0.8987087378640778
70,127050,30.17,20.4,0.69,1000,0.88977
71,127980,29.18,21.32,0.69,930,0.8302903225806451
72,128900,28.73,21.76,0.69,920,0.822445652173913
73,129840,28.54,21.94,0.69,940,0.8335425531914895
74,130950,28.03,22.68,0.69,1110,0.9766396396396396
75,132050,28.54,22.43,0.69,1100,0.9677454545454547
76,133020,28.29,22.83,0.69,970,0.8548762886597939
77,133950,28.8,22.6,0.69,930,0.8032795698924731
78,135080,28.99,23.04,0.69,1130,0.9727079646017699
79,136130,28.39,24.07,0.69,1050,0.9044095238095238
80,137280,27.89,24.95,0.69,1150,0.9728434782608696
81,138370,27.95,25.1,0.69,1090,0.9150091743119265
82,139420,27.91,25.2,0.69,1050,0.8834761904761904
83,140610,27.94,25.36,0.69,1190,0.9915714285714284
84,141750,27.8,25.46,0.69,1140,0.9349035087719295
85,142940,27.94,25.42,0.69,1190,0.9739999999999999
86,144030,28.56,24.8,0.69,1090,0.8941100917431192
87,145240,28.88,24.17,0.69,1210,0.9796611570247934
88,146420,28.57,24.49,0.69,1180,0.954906779661017
89,147720,28.48,24.99,0.69,1300,1.0453923076923077
90,148970,28.14,25.55,0.69,1250,0.9860799999999997
91,150220,28.08,25.76,0.69,1250,0.9864080000000001
92,151480,25.63,29.54,0.69,1260,0.9896111111111111
93,152850,23.89,32.44,0.69,1370,1.0664014598540146
94,154170,23.31,33.18,0.69,1320,1.0283636363636364
95,155510,23.01,34.05,0.69,1340,1.0442313432835821
96,156880,22.61,35.02,0.69,1370,1.0676058394160586
97,158230,22.23,35.26,0.69,1350,1.0516814814814812
98,159630,22.09,35.41,0.69,1400,1.089957142857143
99,161070,21.81,35.64,0.68,1440,1.1205694444444445
100,162290,21.49,36.13,0.68,1220,0.9513524590163935
101,163560,21.35,36.2,0.68,1270,0.9885433070866143
102,165080,21.06,36.8,0.68,1520,1.1796578947368421
103,166510,20.99,36.88,0.68,1430,1.1233006993006995
104,167920,20.68,37.37,0.68,1410,1.1101773049645391
105,169440,20.45,37.58,0.68,1520,1.195875
106,170800,20.14,37.89,0.68,1360,1.0725
107,172120,19.81,38.21,0.68,1320,1.0416742424242424
108,173020,19.65,38.43,0.68,900,0.7184222222222223
109,174140,19.5,38.73,0.68,1120,0.8970892857142856
110,175380,19.26,39.13,0.68,1240,0.9904193548387097
111,176720,19.01,39.53,0.68,1340,1.0692388059701492
112,178080,18.79,39.89,0.68,1360,1.0852573529411764
113,179440,18.54,40.3,0.68,1360,1.0855955882352941
114,180700,18.37,40.35,0.68,1260,1.0074920634920637
115,182060,18.22,40.5,0.68,1360,1.086
116,183320,18.05,40.65,0.68,1260,1.0066587301587302
117,184590,17.93,40.77,0.68,1270,1.0143385826771651
118,185940,17.75,40.97,0.68,1350,1.0765703703703704
119,187200,17.6,41.14,0.68,1260,1.0056269841269843
120,188460,17.46,41.28,0.68,1260,0.9933650793650795
121,189840,17.35,41.45,0.68,1380,1.0857608695652172
122,191170,17.27,41.5,0.68,1330,1.0410601503759398
123,192550,17.14,41.58,0.68,1380,1.0730507246376813
124,193690,17.12,41.72,0.68,1140,0.8902894736842106
125,195000,17.07,41.93,0.68,1310,1.0112137404580155
126,196290,17.04,41.98,0.68,1290,0.992124031007752
127,197690,17.04,41.91,0.68,1400,1.0746714285714285
128,198850,22.93,31.14,0.68,1160,0.8715517241379311
129,200180,24.02,29.63,0.68,1330,0.9941954887218046
130,201490,25.11,28.27,0.68,1310,0.9799160305343512
131,202810,25.83,27.32,0.68,1320,1.01544696969697
132,203980,26.43,26.72,0.68,1170,0.9021538461538461
133,205250,27.65,25.35,0.68,1270,0.9813937007874016
134,206410,28.58,24.33,0.68,1160,0.9517068965517241
135,207500,29.44,23.39,0.68,1090,0.8952477064220183
136,208670,30.24,22.38,0.68,1170,0.9588717948717949
137,209740,30.44,22.02,0.68,1070,0.9215046728971962
138,210740,30.86,21.5,0.68,1000,0.8627700000000003
139,211780,31.4,20.96,0.68,1040,0.8965673076923076
140,212650,31.84,20.5,0.68,870,0.7612643678160924
141,213760,32.38,19.96,0.68,1110,0.9768108108108109
142,214630,32.52,19.87,0.68,870,0.7698390804597703
143,215750,33.1,19.38,0.68,1120,0.9859553571428573
