transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,500,19.53,43.85,0.6,900,0.8256078431372549
1,1540,19.43,43.83,0.6,1040,0.6658076923076923
2,2720,19.29,43.72,0.6,1180,0.7528644067796612
3,4110,18.97,44.02,0.6,1390,0.8840503597122301
4,5560,18.73,44.19,0.6,1450,0.9217655172413793
5,7060,18.54,44.52,0.6,1500,0.9542733333333333
6,8480,18.45,44.58,0.6,1420,0.891781690140845
7,10020,18.22,45.04,0.6,1540,0.9662857142857143
8,11660,18.14,45.17,0.6,1640,1.0029878048780487
9,13330,18.01,45.37,0.6,1670,1.0140299401197603
10,14990,17.91,45.56,0.6,1660,0.9784156626506024
11,16830,17.72,45.77,0.6,1840,1.0570163043478262
12,18660,17.48,46.07,0.6,1830,1.0174699453551914
13,20490,17.4,46.18,0.6,1830,0.9939672131147541
14,22320,17.35,46.37,0.6,1830,0.9487322404371582
15,24310,17.28,46.53,0.6,1990,1.0004974874371857
16,26380,21.81,37.85,0.6,2070,0.9908357487922705
17,28600,23.51,36.32,0.59,2220,1.0499504504504504
18,30830,25.05,33.7,0.59,2230,1.2095022421524664
19,32920,24.68,34.85,0.59,2090,1.270444976076555
20,34850,24.74,34.98,0.59,1930,1.3331709844559585
21,36530,24.92,34.6,0.59,1680,1.2632797619047615
22,37960,24.12,35.58,0.59,1430,1.1553986013986015
23,39250,24.07,35.1,0.59,1290,1.051356589147287
24,40490,24.04,34.89,0.59,1240,1.057862903225807
25,41720,24.3,33.74,0.59,1230,1.050910569105691
26,42970,24.36,33.07,0.59,1250,1.06816
27,44320,24.53,32.79,0.59,1350,1.138666666666667
28,45680,24.86,32.1,0.59,1360,1.1480367647058827
29,47110,24.71,32.19,0.59,1430,1.1833916083916085
30,48560,24.77,31.69,0.59,1450,1.1681379310344826
31,50030,24.8,31.69,0.59,1470,1.1831496598639455
32,51530,24.53,31.81,0.59,1500,1.1357
33,53120,24.23,31.97,0.59,1590,1.1968238993710694
34,54830,24.07,32.02,0.59,1710,1.247450292397661
35,56510,23.91,32.59,0.59,1680,1.2139047619047618
36,58310,23.59,32.89,0.59,1800,1.2665277777777777
37,60200,23.16,33.17,0.59,1890,1.308873015873016
38,62110,22.58,33.51,0.59,1910,1.2974921465968587
39,63960,21.94,34.23,0.59,1850,1.2469837837837836
40,65820,22.31,33.2,0.59,1860,1.2530215053763438
41,67700,22.4,33.41,0.59,1880,1.2630957446808513
42,69630,22.2,32.79,0.59,1930,1.3119999999999998
43,71520,21.99,32.66,0.59,1890,1.2913439153439155
44,73550,21.77,32.7,0.59,2030,1.3865714285714283
45,75590,21.51,32.72,0.59,2040,1.3928872549019609
46,77490,21.22,32.65,0.59,1900,1.3156052631578947
47,79350,21.04,32.71,0.59,1860,1.2973655913978495
48,81230,20.9,32.57,0.59,1880,1.3255851063829787
49,83170,20.75,31.89,0.59,1940,1.3647680412371137
50,84990,20.69,32.13,0.59,1820,1.280664835164835
51,86840,20.48,31.6,0.59,1850,1.3124810810810812
52,88650,20.37,31.6,0.59,1810,1.2945911602209945
53,90550,20.24,31.6,0.59,1900,1.3547578947368417
54,92310,19.97,31.69,0.59,1760,1.2595681818181819
55,94000,19.63,31.89,0.59,1690,1.209248520710059
56,95870,19.44,31.28,0.59,1870,1.3313850267379677
57,97780,19.09,31.61,0.59,1910,1.3581989528795813
58,99780,18.99,31.66,0.59,2000,1.42287
59,101810,18.75,31.88,0.59,2030,1.432206896551724
60,103850,18.61,32.22,0.59,2040,1.4315049019607844
61,105950,18.44,32.51,0.59,2100,1.4507333333333332
62,108260,18.44,33.27,0.59,2310,1.5857099567099564
63,110710,18.41,33.83,0.59,2450,1.659
64,113070,23.84,27.4,0.59,2360,1.5781101694915256
65,115420,25.49,27.98,0.59,2350,1.5910255319148938
66,117720,25.86,27.07,0.59,2300,1.6516304347826087
67,119950,23.78,29.76,0.59,2230,1.766708520179372
68,122010,23.74,30.04,0.59,2060,1.6757669902912622
69,124020,23.34,31.6,0.59,2010,1.7160895522388062
70,125810,23.62,31.14,0.59,1790,1.534731843575419
71,127390,22.47,33.23,0.59,1580,1.3910632911392404
72,129000,22.27,33.63,0.59,1610,1.4160434782608695
73,130360,22.36,33.6,0.59,1360,1.1941102941176471
74,131730,22.38,34.09,0.59,1370,1.1977956204379563
75,133140,22.39,34.39,0.59,1410,1.2319645390070921
76,134460,22.68,35.04,0.59,1320,1.131340909090909
77,135810,22.48,35.71,0.59,1350,1.1555407407407408
78,137220,22.26,36.62,0.59,1410,1.1906879432624113
79,138540,22.35,37.25,0.59,1320,1.1050151515151514
80,139840,22.28,36.87,0.59,1300,1.0879307692307691
81,141390,22.94,35.95,0.59,1550,1.2672322580645161
82,142870,22.83,36.34,0.59,1480,1.2067635135135135
83,144400,22.82,36.24,0.59,1530,1.239627450980392
84,146070,22.47,37.14,0.59,1670,1.3441137724550898
85,147700,22.27,37.73,0.59,1630,1.3084110429447853
86,149270,22.28,37.88,0.59,1570,1.2325159235668788
87,150810,21.9,38.7,0.59,1540,1.2100584415584417
88,152330,22.98,37.01,0.59,1520,1.1818815789473684
89,153970,22.7,37.27,0.59,1640,1.2722073170731707
90,155670,22.53,39.69,0.59,1700,1.3177117647058827
91,157440,22.29,38.55,0.59,1770,1.3696723163841809
92,159270,22.12,38.81,0.59,1830,1.4165081967213113
93,161050,21.94,38.57,0.59,1780,1.3783314606741572
94,162640,21.79,38.67,0.59,1590,1.2339119496855349
95,164330,21.61,39.03,0.59,1690,1.3115325443786983
96,166000,21.45,38.91,0.59,1670,1.3037245508982036
97,167530,21.28,38.97,0.59,1530,1.2034117647058822
98,168970,21.14,39.28,0.59,1440,1.13325
99,170480,21.05,39.19,0.59,1510,1.1866092715231786
100,171970,20.85,39.44,0.59,1490,1.1710402684563759
101,172870,20.73,39.58,0.59,900,0.7159666666666666
102,174000,20.56,39.84,0.59,1130,0.9038318584070795
103,175300,20.37,40.15,0.59,1300,1.0370230769230768
104,176760,20.05,40.6,0.59,1460,1.1621849315068493
105,178230,19.75,41.25,0.59,1470,1.1702925170068026
