transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,700,18.96,41.53,0.6,900,0.6988169014084505
1,1650,18.81,41.39,0.6,950,0.6098947368421053
2,2760,18.51,41.65,0.6,1110,0.7103243243243242
3,4120,18.29,41.69,0.6,1360,0.8667647058823528
4,5510,18.09,41.83,0.6,1390,0.8855683453237408
5,6880,17.94,41.76,0.6,1370,0.873036496350365
6,8190,17.79,41.78,0.6,1310,0.8227557251908397
7,9590,17.65,42.12,0.6,1400,0.8765642857142857
8,11110,17.54,42.18,0.6,1520,0.9393750000000001
9,12660,17.38,42.36,0.59,1550,0.9400903225806451
10,14260,17.2,42.65,0.59,1600,0.9702125
11,15930,16.89,43.22,0.59,1670,0.9623053892215566
12,17680,16.7,43.49,0.59,1750,1.0059542857142856
13,19470,16.55,43.68,0.58,1790,0.9766312849162009
14,21380,16.52,43.85,0.58,1910,1.0386178010471205
15,23220,16.39,44.12,0.58,1840,0.9303260869565215
16,25230,16.34,44.31,0.58,2010,1.0116268656716418
17,27290,26.55,27.43,0.58,2060,0.9806165048543687
18,29360,28.54,25.12,0.58,2070,1.055888888888889
19,31520,30.83,22.87,0.58,2160,1.1811944444444444
20,33490,31.23,22.3,0.58,1970,1.3093451776649747
21,35210,32.54,20.89,0.58,1720,1.1911162790697674
22,36710,32.01,21.36,0.58,1500,1.1700200000000003
23,37980,30.94,22.45,0.58,1270,1.0342204724409447
24,39100,30.3,22.76,0.58,1120,0.9153125
25,40140,30.15,22.67,0.58,1040,0.8855288461538461
26,41160,30.17,22.47,0.58,1020,0.8758529411764705
27,42130,31.84,20.53,0.58,970,0.836536082474227
28,43200,32.09,19.82,0.58,1070,0.9172616822429907
29,44220,32.52,19.33,0.58,1020,0.8665686274509803
30,45280,32.06,19.7,0.58,1060,0.901509433962264
31,46410,32.07,19.42,0.58,1130,0.9569823008849558
32,47470,31.59,19.49,0.58,1060,0.8657169811320755
33,48560,31.65,19.48,0.58,1090,0.8820642201834862
34,49660,31.07,19.74,0.58,1100,0.888209090909091
35,50750,31.08,19.67,0.58,1090,0.8537431192660548
36,51890,30.69,19.93,0.57,1140,0.8657982456140351
37,53100,30.4,20.25,0.57,1210,0.9152892561983471
38,54460,29.74,21.07,0.57,1360,1.0093382352941176
39,55860,29.51,21.24,0.57,1400,1.020985714285714
40,57210,29.02,21.74,0.57,1350,0.9820444444444444
41,58590,28.0,22.81,0.57,1380,0.962876811594203
42,60080,26.74,24.27,0.57,1490,1.0400604026845637
43,61580,26.46,24.66,0.57,1500,1.0337333333333336
44,63100,25.22,25.6,0.57,1520,1.0269802631578946
45,64650,24.16,27.17,0.57,1550,1.0468645161290324
46,66120,23.44,28.35,0.56,1470,0.9976530612244899
47,67630,23.13,28.92,0.56,1510,1.0229006622516554
48,69100,22.73,29.03,0.56,1470,1.0042380952380954
49,70570,22.54,29.22,0.56,1470,1.0117755102040815
50,71890,22.19,29.26,0.56,1320,0.9099772727272727
51,73130,22.06,29.94,0.56,1240,0.8531129032258062
52,74360,21.92,29.98,0.56,1230,0.8494634146341461
53,75500,21.68,30.09,0.56,1140,0.7864473684210526
54,76540,21.57,29.96,0.56,1040,0.7308076923076923
55,77550,21.27,29.76,0.56,1010,0.7085544554455446
56,78520,21.05,29.83,0.56,970,0.6822371134020618
57,79380,20.87,29.9,0.56,860,0.6078255813953489
58,80290,20.73,29.97,0.56,910,0.6495934065934067
