transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,820,17.71,45.92,0.7,900,0.6235180722891568
1,1890,17.5,46.23,0.7,1070,0.6865514018691588
2,3170,17.21,46.32,0.7,1280,0.818484375
3,4550,17.13,46.23,0.7,1380,0.881804347826087
4,5900,17.04,46.3,0.7,1350,0.8634962962962962
5,7320,16.94,46.39,0.7,1420,0.9053873239436621
6,8720,16.83,46.75,0.7,1400,0.8806428571428571
7,10250,16.62,47.11,0.7,1530,0.9598235294117647
8,11870,16.5,47.18,0.7,1620,0.9860123456790123
9,13540,16.6,47.08,0.7,1670,1.0109161676646705
10,15310,16.19,47.8,0.7,1770,1.029774011299435
11,17180,16.22,47.73,0.7,1870,1.0743475935828877
12,19060,15.93,48.09,0.7,1880,1.0349574468085105
13,21030,15.97,48.12,0.7,1970,1.0743451776649746
14,22950,15.89,48.23,0.7,1920,0.9794270833333334
15,25090,15.91,48.02,0.7,2140,1.0804252336448599
16,27360,21.85,36.06,0.7,2270,1.0787004405286342
17,29720,23.05,34.51,0.7,2360,1.223262711864407
18,32170,24.55,32.74,0.7,2450,1.3293714285714286
19,34670,23.91,32.83,0.7,2500,1.7106720000000002
20,36960,23.73,33.29,0.7,2290,1.7456768558951965
21,39000,22.65,33.95,0.7,2040,1.6393284313725491
22,40900,22.65,34.48,0.7,1900,1.5973368421052632
23,42770,23.34,32.7,0.7,1870,1.5809518716577537
24,44770,23.1,30.54,0.7,2000,1.6713949999999997
25,46660,23.29,30.08,0.7,1890,1.5801216931216937
26,48530,23.46,29.96,0.7,1870,1.4941711229946526
27,50360,23.35,28.86,0.7,1830,1.4638196721311476
28,52150,23.4,28.83,0.7,1790,1.3459608938547485
29,53970,23.09,29.17,0.7,1820,1.3691758241758238
30,55910,23.35,29.11,0.7,1940,1.4039432989690723
31,57860,23.37,28.83,0.7,1950,1.394497435897436
32,59840,23.43,29.33,0.7,1980,1.373338383838384
33,61900,21.69,30.93,0.7,2060,1.40404854368932
34,64000,21.08,31.67,0.7,2100,1.4119809523809523
35,66190,20.88,31.95,0.7,2190,1.4728812785388128
36,68470,20.86,31.4,0.7,2280,1.5315570175438593
37,70780,20.87,31.7,0.7,2310,1.5747012987012987
38,72990,20.6,31.69,0.7,2210,1.507710407239819
39,75290,19.52,33.88,0.7,2300,1.5696434782608695
40,77410,19.1,34.23,0.7,2120,1.4688915094339625
41,79560,18.87,34.54,0.7,2150,1.4979209302325582
42,81790,18.7,34.54,0.7,2230,1.5666816143497755
43,84110,19.12,33.42,0.7,2320,1.6280474137931034
44,86370,19.38,32.51,0.7,2260,1.5839955752212385
45,88600,18.49,33.84,0.7,2230,1.5826367713004483
46,90840,19.08,32.3,0.7,2240,1.589705357142857
47,92970,18.25,33.38,0.7,2130,1.5136197183098594
48,95090,17.78,33.57,0.7,2120,1.5069575471698111
49,97080,17.48,33.6,0.7,1990,1.41705527638191
50,99020,17.37,33.56,0.7,1940,1.3818917525773193
51,100880,17.17,33.84,0.7,1860,1.323467741935484
52,102660,16.95,33.95,0.7,1780,1.2516179775280898
53,104280,16.89,34.04,0.7,1620,1.1415617283950619
54,106020,16.9,34.26,0.7,1740,1.2079195402298846
55,107790,17.15,34.15,0.7,1770,1.2278813559322035
56,109550,17.25,34.22,0.7,1760,1.2038806818181818
57,111160,17.31,34.41,0.7,1610,1.1023913043478262
58,112800,23.4,25.96,0.7,1640,1.1079512195121952
59,114400,24.57,25.25,0.7,1600,1.0794375
60,115950,25.41,24.73,0.7,1550,1.102083870967742
61,117410,25.04,25.45,0.7,1460,1.0601164383561643
62,118710,25.59,24.74,0.7,1300,0.9461461538461539
63,119890,25.27,25.18,0.7,1180,0.977008474576271
64,120880,25.39,25.52,0.7,990,0.8239191919191918
65,121930,25.54,25.41,0.7,1050,0.8724571428571428
66,122870,25.83,25.3,0.7,940,0.8115212765957445
67,123830,26.18,25.31,0.69,960,0.8375312500000001
68,124810,26.22,25.38,0.69,980,0.8540204081632654
69,125810,26.29,25.21,0.69,1000,0.8714
70,126730,26.08,25.81,0.69,920,0.8206956521739129
71,127450,25.86,26.27,0.69,720,0.6454861111111111
72,128420,25.93,26.46,0.69,970,0.8655360824742269
73,129480,25.82,26.75,0.69,1060,0.9442075471698114
74,130460,25.87,26.66,0.69,980,0.8642244897959185
75,131500,25.95,26.67,0.69,1040,0.9156057692307691
76,132590,25.94,26.61,0.69,1090,0.9593944954128442
77,133600,26.15,26.48,0.69,1010,0.8775742574257428
78,134640,26.05,27.29,0.69,1040,0.8954423076923077
79,135760,26.14,27.72,0.68,1120,0.9632678571428571
80,136820,26.07,28.25,0.68,1060,0.9121698113207548
81,137750,26.31,28.09,0.68,930,0.7843118279569893
82,138840,26.51,27.83,0.68,1090,0.9160458715596332
83,139930,26.41,28.06,0.68,1090,0.9164770642201834
84,141120,27.23,27.17,0.68,1190,0.9793781512605041
85,142430,27.79,26.62,0.68,1310,1.0718396946564885
86,143690,26.84,27.89,0.67,1260,1.0314603174603174
87,145100,27.15,28.24,0.67,1410,1.1389716312056737
88,146380,27.16,28.5,0.67,1280,1.035265625
89,147730,27.05,28.66,0.67,1350,1.0862740740740742
90,148980,26.49,28.93,0.67,1250,0.987256
91,150340,26.49,28.95,0.67,1360,1.0726764705882352
92,151660,24.07,32.95,0.67,1320,1.0339242424242423
93,153000,23.52,34.2,0.67,1340,1.0436641791044774
94,154290,23.21,34.57,0.67,1290,1.0051162790697674
95,155640,22.96,35.08,0.67,1350,1.0516296296296295
96,157080,22.61,35.16,0.67,1440,1.1204375
97,158610,22.31,35.44,0.67,1530,1.189392156862745
98,160020,22.09,35.51,0.67,1410,1.09731914893617
99,161470,21.96,35.48,0.67,1450,1.1275793103448277
100,162840,21.75,35.51,0.67,1370,1.0662700729927006
101,164280,21.54,35.64,0.67,1440,1.120090277777778
102,165690,21.12,36.48,0.67,1410,1.0995319148936171
103,167010,21.02,36.58,0.67,1320,1.0419015151515154
104,168430,21.0,36.41,0.67,1420,1.1195633802816902
105,169920,20.47,37.5,0.67,1490,1.1735906040268453
106,171220,20.2,37.9,0.67,1300,1.0262384615384614
107,172570,19.57,39.24,0.67,1350,1.064785185185185
108,173470,19.17,40.06,0.67,900,0.7230333333333333
109,174620,18.79,40.82,0.66,1150,0.9208782608695651
110,175930,18.5,41.39,0.66,1310,1.0467557251908395
111,177310,18.18,42.28,0.66,1380,1.1016014492753623
112,178540,17.98,42.45,0.66,1230,0.9838211382113821
113,179950,17.7,42.67,0.66,1410,1.1255886524822696
114,181310,17.73,42.27,0.66,1360,1.0866691176470589
115,182640,17.6,42.32,0.66,1330,1.062984962406015
116,184040,17.5,42.38,0.66,1400,1.1174714285714287
117,185480,17.4,42.38,0.66,1440,1.148625
118,186720,17.26,42.55,0.66,1240,0.9916612903225807
119,188160,17.09,42.78,0.66,1440,1.1357986111111111
120,189630,16.95,42.89,0.66,1470,1.157108843537415
121,190970,16.82,42.93,0.66,1340,1.0535447761194028
122,192360,16.74,43.1,0.66,1390,1.081539568345324
123,193540,16.85,43.01,0.66,1180,0.9206949152542372
124,194770,16.74,43.34,0.66,1230,0.9530243902439025
