transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,530,18.31,44.38,0.57,900,0.8062592592592596
1,1420,18.14,44.52,0.57,890,0.5722247191011237
2,2480,17.94,44.68,0.56,1060,0.6791320754716981
3,3750,17.71,44.78,0.56,1270,0.8101889763779526
4,5030,17.5,44.84,0.56,1280,0.8169453125
5,6200,17.36,44.91,0.56,1170,0.7482905982905984
6,7340,17.23,44.88,0.56,1140,0.7258157894736842
7,8490,17.13,45.0,0.56,1150,0.7245913043478259
8,9750,16.99,45.22,0.56,1260,0.7921984126984126
9,11090,16.86,45.31,0.56,1340,0.830097014925373
10,12540,16.76,45.44,0.56,1450,0.8787448275862068
11,14060,16.54,45.83,0.56,1520,0.919388157894737
12,15650,16.27,46.42,0.56,1590,0.9150125786163522
13,17370,16.04,47.13,0.56,1720,0.9852151162790698
14,19110,15.82,47.22,0.56,1740,0.9520919540229887
15,20910,15.9,47.27,0.56,1800,0.9787388888888889
16,22770,15.76,47.65,0.56,1860,0.9491129032258063
17,24800,15.74,47.7,0.56,2030,1.0256305418719212
18,26980,22.6,34.34,0.56,2180,1.039302752293578
19,29240,25.27,29.91,0.56,2260,1.1313805309734513
20,31590,27.88,26.48,0.56,2350,1.278855319148936
21,33750,28.9,25.15,0.56,2160,1.4466250000000003
22,35660,30.31,23.29,0.56,1910,1.3207486910994761
23,37320,30.16,23.42,0.56,1660,1.3339999999999999
24,38730,29.57,23.92,0.56,1410,1.1448226950354612
25,39890,28.96,24.44,0.56,1160,0.9669741379310346
26,40990,28.95,24.07,0.56,1100,0.9424454545454547
27,42090,29.99,22.45,0.56,1100,0.9456545454545453
28,43270,29.91,22.21,0.56,1180,1.0068728813559327
29,44450,30.49,21.18,0.56,1180,0.9971864406779665
30,45650,30.17,21.58,0.56,1200,1.0178666666666665
31,46890,30.11,21.44,0.56,1240,1.0407741935483872
32,48090,30.18,21.11,0.56,1200,0.9659250000000001
33,49260,29.68,21.3,0.56,1170,0.9464529914529914
34,50500,29.65,21.26,0.56,1240,0.9912096774193548
35,51730,29.19,21.78,0.56,1230,0.9290813008130082
36,53070,28.91,21.91,0.56,1340,1.0141343283582087
37,54640,28.28,23.01,0.56,1570,1.1561528662420382
38,56100,27.65,23.91,0.56,1460,1.061335616438356
39,57570,26.94,24.69,0.56,1470,1.0662380952380952
40,59130,26.38,25.17,0.56,1560,1.082532051282051
41,60690,24.7,26.73,0.56,1560,1.0845512820512822
42,62220,24.01,27.4,0.56,1530,1.0386993464052288
43,63800,23.87,27.71,0.56,1580,1.0686202531645568
44,65320,22.6,29.51,0.56,1520,1.0274605263157894
45,66780,22.38,29.83,0.56,1460,0.9875616438356164
46,68290,22.22,29.95,0.56,1510,1.0231456953642384
47,69900,21.98,30.31,0.55,1610,1.1027826086956525
48,71530,21.79,30.18,0.55,1630,1.1188957055214723
49,73290,21.54,30.45,0.55,1760,1.204590909090909
50,75070,21.2,30.75,0.55,1780,1.2166460674157304
51,76740,20.9,30.97,0.55,1670,1.1585988023952096
52,78400,20.58,30.89,0.55,1660,1.1580180722891567
53,79990,20.32,30.99,0.55,1590,1.12025786163522
54,81570,20.13,31.17,0.55,1580,1.1138481012658228
55,83320,19.89,31.19,0.55,1750,1.2296228571428574
56,84930,19.71,31.23,0.55,1610,1.1345962732919257
57,86530,19.61,31.14,0.55,1600,1.1344687500000001
58,88280,19.47,31.07,0.55,1750,1.252411428571429
59,89950,19.31,31.17,0.55,1670,1.1933592814371257
