transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,790,18.3,43.34,0.57,900,0.64165
1,1820,18.2,43.35,0.57,1030,0.6607864077669903
2,3040,18.04,43.37,0.57,1220,0.7810409836065574
3,4490,17.88,43.15,0.57,1450,0.9258758620689654
4,6010,17.62,43.57,0.57,1520,0.9699934210526318
5,7540,17.38,43.96,0.57,1530,0.9691895424836603
6,9150,17.3,44.05,0.57,1610,1.0090993788819875
7,10750,17.11,44.48,0.57,1600,1.00245
8,12390,16.95,44.81,0.57,1640,0.9943475609756098
9,14000,16.88,44.95,0.57,1610,0.9778509316770186
10,15610,16.66,45.37,0.57,1610,0.9334223602484473
11,17350,16.45,45.64,0.57,1740,1.0045172413793102
12,19090,16.34,45.87,0.57,1740,0.959632183908046
13,20990,16.24,46.07,0.57,1900,1.0377263157894736
14,22860,16.24,46.07,0.57,1870,0.9547165775401067
15,24870,16.15,46.13,0.57,2010,1.015597014925373
16,27000,23.67,32.39,0.57,2130,1.0138075117370895
17,29240,25.87,28.88,0.57,2240,1.1206294642857142
18,31610,28.16,26.2,0.57,2370,1.2900759493670886
19,33860,30.15,23.67,0.57,2250,1.5145288888888888
20,35890,31.8,21.64,0.57,2030,1.4050098522167491
21,37780,26.34,27.85,0.57,1890,1.5289047619047618
22,39420,26.57,27.06,0.56,1640,1.32825
23,40830,26.63,26.51,0.56,1410,1.2012340425531915
24,42160,26.42,25.79,0.56,1330,1.135842105263158
25,43440,26.69,25.52,0.56,1280,1.09034375
26,44690,26.98,24.96,0.56,1250,1.0560000000000003
27,45820,26.65,25.43,0.56,1130,0.956203539823009
28,46980,26.47,25.48,0.56,1160,0.9707327586206899
29,48030,26.36,25.19,0.56,1050,0.852504761904762
30,49070,26.29,25.16,0.55,1040,0.843173076923077
31,50270,26.03,25.01,0.55,1200,0.9722583333333334
32,51320,25.96,25.74,0.55,1050,0.8007333333333333
33,52320,25.82,25.82,0.55,1000,0.76066
34,53340,25.68,25.96,0.55,1020,0.7761862745098039
35,54440,25.61,26.1,0.55,1100,0.8157454545454546
36,55620,25.3,26.56,0.55,1180,0.8623220338983053
37,56870,25.03,27.29,0.55,1250,0.911592
38,58100,24.91,27.42,0.55,1230,0.8709756097560978
39,59390,24.36,28.13,0.55,1290,0.9032945736434107
40,60690,23.71,28.47,0.55,1300,0.9104769230769232
41,61930,23.66,28.51,0.55,1240,0.8469435483870968
42,63300,23.52,28.58,0.55,1370,0.9286861313868614
43,64670,23.05,29.1,0.55,1370,0.9269854014598541
44,65980,22.79,29.04,0.55,1310,0.8896183206106869
45,67390,22.62,29.21,0.55,1410,0.9580070921985817
46,68710,22.19,29.07,0.55,1320,0.9023560606060604
47,70130,21.82,29.43,0.54,1420,0.9781478873239438
48,71550,21.59,29.32,0.54,1420,0.9756830985915497
49,73080,21.34,29.15,0.54,1530,1.0507647058823528
50,74670,21.09,28.65,0.54,1590,1.0912830188679243
51,76310,20.85,28.62,0.54,1640,1.1350182926829269
52,77920,20.69,28.33,0.54,1610,1.119888198757764
53,79600,20.48,28.49,0.54,1680,1.1776666666666666
54,81280,20.27,28.69,0.54,1680,1.1870119047619048
55,83050,20.04,28.69,0.54,1770,1.2487005649717513
56,84620,19.93,28.76,0.54,1570,1.1101783439490447
57,86100,19.82,28.69,0.54,1480,1.0497364864864864
58,87500,19.68,28.69,0.54,1400,1.0057285714285715
59,88650,19.62,28.69,0.54,1150,0.8284869565217391
60,89730,19.54,28.82,0.54,1080,0.7800185185185187
61,90820,19.45,28.85,0.54,1090,0.7872752293577981
62,91730,19.33,28.82,0.54,910,0.6581648351648353
63,92710,19.12,28.77,0.54,980,0.7089489795918368
64,93760,18.91,28.76,0.54,1050,0.7574666666666667
65,94820,18.76,28.76,0.54,1060,0.7663584905660378
66,95630,18.59,28.96,0.54,810,0.5871851851851853
67,96380,18.47,28.87,0.54,750,0.5451333333333334
68,97120,18.42,29.05,0.54,740,0.5371486486486486
69,97830,18.29,29.03,0.54,710,0.5163943661971832
70,98560,18.26,29.12,0.54,730,0.5307534246575343
71,99220,18.11,29.19,0.54,660,0.48037878787878785
72,99920,18.05,29.33,0.54,700,0.509357142857143
73,100610,17.98,29.48,0.54,690,0.5022753623188407
74,101280,17.91,29.54,0.54,670,0.48147761194029853
75,101990,17.83,29.54,0.54,710,0.5089577464788733
76,102540,17.79,29.58,0.54,550,0.3963272727272727
77,103050,17.68,29.76,0.54,510,0.3681960784313725
78,103350,17.64,29.84,0.54,300,0.21976666666666667
79,103530,17.66,29.9,0.54,180,0.13477777777777777
80,103620,17.67,29.9,0.54,90,0.07100000000000001
81,103730,17.68,29.88,0.54,110,0.08518181818181818
82,103860,17.67,29.9,0.54,130,0.09930769230769232
83,103920,17.66,29.9,0.54,60,0.049666666666666665
84,103980,17.64,29.9,0.54,60,0.049666666666666665
85,104040,17.65,29.9,0.54,60,0.049666666666666665
86,104100,17.64,29.93,0.54,60,0.049666666666666665
87,104160,17.63,29.95,0.54,60,0.049666666666666665
88,104220,17.63,29.96,0.54,60,0.049666666666666665
89,104280,17.63,29.97,0.54,60,0.049666666666666665
90,104440,17.6,30.01,0.54,160,0.11981250000000002
91,104550,17.59,30.07,0.53,110,0.084
92,104690,17.58,30.04,0.53,140,0.105
93,104830,17.61,30.04,0.53,140,0.105
94,104960,17.62,30.04,0.53,130,0.098
95,105040,17.66,30.02,0.53,80,0.063
96,105100,17.67,29.99,0.53,60,0.049
97,105280,17.64,30.04,0.53,180,0.13300000000000003
98,105380,17.62,30.04,0.53,100,0.07700000000000001
99,105440,17.6,30.04,0.53,60,0.049
100,105500,17.6,30.04,0.53,60,0.049
101,105570,17.56,30.04,0.53,70,0.055999999999999994
102,105630,17.54,30.06,0.53,60,0.049
103,105690,17.52,30.11,0.53,60,0.049
104,105750,17.5,30.11,0.53,60,0.049
105,105810,17.5,30.11,0.53,60,0.049
106,105940,17.52,30.11,0.53,130,0.098
107,106200,17.56,30.22,0.53,260,0.18873076923076926
108,106430,17.57,30.18,0.53,230,0.16795652173913042
109,106740,17.56,30.24,0.53,310,0.22361290322580646
110,107100,17.56,30.33,0.53,360,0.25855555555555565
111,107590,17.55,30.54,0.53,490,0.3491632653061225
112,108120,17.59,30.54,0.53,530,0.3742830188679246
113,108720,17.55,30.82,0.53,600,0.41925
114,109430,17.6,30.96,0.53,710,0.4949014084507042
115,110230,17.58,31.19,0.53,800,0.5557125
116,111040,17.6,31.24,0.53,810,0.5626666666666666
117,111850,21.0,26.63,0.53,810,0.558037037037037
118,112820,25.1,22.83,0.53,970,0.662896907216495
119,113770,26.19,22.07,0.53,950,0.6480631578947368
120,114750,27.27,21.12,0.53,980,0.6693061224489795
121,115860,28.53,19.95,0.53,1110,0.8006936936936937
122,117120,29.72,19.1,0.53,1260,0.9204047619047617
123,118440,31.37,17.76,0.53,1320,0.9620378787878789
124,119860,23.9,25.42,0.53,1420,1.1621971830985915
125,121290,24.8,24.16,0.53,1430,1.1804755244755245
126,122730,27.25,21.59,0.53,1440,1.2141875
127,124220,27.91,21.31,0.53,1490,1.2892214765100671
128,125730,26.68,22.84,0.53,1510,1.304390728476821
129,127110,24.51,25.64,0.53,1380,1.220144927536232
130,128470,23.02,27.69,0.53,1360,1.202860294117647
131,129890,23.82,26.79,0.53,1420,1.2504507042253523
132,131450,24.97,26.05,0.53,1560,1.362602564102564
133,133040,24.57,26.85,0.53,1590,1.390037735849056
134,134530,24.0,28.43,0.53,1490,1.2750805369127518
135,136070,23.57,30.06,0.53,1540,1.3150194805194808
136,137630,23.52,30.42,0.53,1560,1.3098333333333334
137,139240,23.41,31.05,0.53,1610,1.3460683229813661
138,140900,23.35,31.36,0.53,1660,1.369066265060241
139,142630,23.47,31.22,0.53,1730,1.409393063583815
140,144200,24.14,30.44,0.53,1570,1.2775541401273884
141,145760,23.33,32.59,0.53,1560,1.2569038461538462
142,147390,22.16,34.81,0.53,1630,1.3118282208588956
143,149040,22.24,34.86,0.53,1650,1.297139393939394
144,150760,21.75,36.02,0.53,1720,1.350232558139535
145,152420,22.26,35.65,0.53,1660,1.2897048192771083
146,154220,22.06,35.98,0.53,1800,1.3945166666666664
147,155980,21.77,36.47,0.53,1760,1.3635909090909089
148,157830,21.46,37.1,0.53,1850,1.4313675675675679
149,159740,21.19,37.25,0.53,1910,1.4775968586387431
150,161610,20.91,37.52,0.53,1870,1.448486631016043
151,163350,20.64,37.71,0.53,1740,1.3483045977011494
152,165060,20.51,37.76,0.53,1710,1.3256257309941522
153,166790,20.39,37.64,0.53,1730,1.3560809248554915
154,168530,20.16,37.81,0.53,1740,1.3654137931034482
155,170290,19.91,38.26,0.53,1760,1.3823352272727274
156,171940,19.68,38.56,0.53,1650,1.296909090909091
157,172840,19.55,38.82,0.53,900,0.7157333333333334
158,173930,19.32,39.18,0.53,1090,0.8735137614678898
159,175180,19.14,39.46,0.53,1250,0.999536
160,176680,18.95,39.89,0.53,1500,1.1965733333333333
161,178250,18.71,40.41,0.53,1570,1.2505541401273885
162,179960,18.38,40.57,0.53,1710,1.3588479532163742
163,181700,18.19,40.54,0.53,1740,1.3825977011494253
164,183270,18.04,40.62,0.53,1570,1.2500700636942677
165,184890,17.9,40.68,0.53,1620,1.2892654320987655
166,186610,17.64,40.96,0.53,1720,1.3669941860465118
167,188340,17.48,41.11,0.53,1730,1.359791907514451
168,190140,17.37,41.21,0.53,1800,1.4134
169,191990,17.19,41.18,0.53,1850,1.4341081081081084
170,193780,17.12,41.44,0.53,1790,1.3857653631284916
171,195480,17.08,41.65,0.53,1700,1.303364705882353
172,197220,17.09,41.45,0.53,1740,1.3309942528735632
173,198910,23.79,29.84,0.53,1690,1.2676568047337278
174,200630,26.0,27.05,0.53,1720,1.2822383720930233
