transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,230,15.88,49.28,0.62,900,0.9979999999999999
1,1110,15.89,49.06,0.62,880,0.566625
2,2140,15.59,49.34,0.62,1030,0.661495145631068
3,3290,15.56,48.91,0.62,1150,0.7372260869565218
4,4630,15.46,48.99,0.62,1340,0.8571119402985075
5,6110,15.32,49.17,0.62,1480,0.9454324324324326
6,7610,15.26,49.42,0.62,1500,0.9510133333333335
7,9200,15.12,50.01,0.62,1590,0.9984654088050317
8,10800,14.98,50.53,0.62,1600,1.0045000000000002
9,12410,14.91,50.73,0.62,1610,0.979248447204969
10,14080,14.73,51.23,0.62,1670,1.0153532934131737
11,15850,14.48,51.61,0.62,1770,1.0245706214689265
12,17790,14.21,52.22,0.62,1940,1.1197216494845361
13,19690,14.06,52.37,0.62,1900,1.0403684210526318
14,21760,13.99,52.47,0.62,2070,1.1180048309178747
15,24020,13.96,52.21,0.62,2260,1.1432079646017697
16,26390,20.74,36.55,0.62,2370,1.1445443037974683
17,28850,22.32,34.17,0.62,2460,1.1782073170731706
18,31320,24.89,30.79,0.62,2470,1.344259109311741
19,33610,25.08,30.03,0.62,2290,1.5074672489082974
20,35650,20.17,39.81,0.62,2040,1.413470588235294
21,37440,18.7,42.19,0.62,1790,1.447189944134078
22,38990,21.95,33.53,0.62,1550,1.264825806451613
23,40300,21.99,32.76,0.62,1310,1.1121679389312975
24,41630,22.14,30.89,0.62,1330,1.1391954887218048
25,42930,22.58,29.99,0.61,1300,1.1154923076923078
26,44400,23.17,29.29,0.61,1470,1.2441768707482992
27,45820,23.56,28.19,0.61,1420,1.2011126760563382
28,47270,23.31,27.96,0.61,1450,1.1967379310344828
29,48750,23.87,26.33,0.61,1480,1.195391891891892
30,50160,24.06,25.62,0.61,1410,1.1378439716312054
31,51580,23.11,28.53,0.61,1420,1.0778169014084507
32,53160,22.7,28.94,0.61,1580,1.1965822784810125
33,54750,23.36,28.26,0.61,1590,1.1709496855345911
34,56260,23.69,28.22,0.61,1510,1.1006754966887418
35,57850,23.81,27.74,0.61,1590,1.143194968553459
36,59480,23.59,27.64,0.6,1630,1.137754601226994
37,61180,23.41,27.25,0.6,1700,1.1868588235294117
38,62850,23.01,28.02,0.6,1670,1.132988023952096
39,64530,23.31,27.77,0.6,1680,1.1388333333333331
40,66190,22.77,28.17,0.6,1660,1.1251506024096387
41,68000,21.82,27.82,0.6,1810,1.2259944751381215
42,69870,21.43,28.11,0.6,1870,1.2839251336898398
43,71750,21.1,28.33,0.6,1880,1.2913404255319147
44,73620,20.62,28.59,0.6,1870,1.2844866310160428
45,75600,20.23,28.9,0.6,1980,1.3593282828282827
46,77500,19.88,29.12,0.6,1900,1.3239315789473682
47,79410,19.54,29.78,0.6,1910,1.3340628272251311
48,81440,19.21,30.02,0.6,2030,1.4309753694581282
49,83610,18.9,30.29,0.6,2170,1.5278617511520738
50,85560,18.77,30.14,0.6,1950,1.376097435897436
51,87540,18.69,30.04,0.6,1980,1.4127373737373738
52,89430,18.54,30.02,0.6,1890,1.3527513227513226
53,91330,18.42,29.95,0.6,1900,1.360257894736842
54,93280,17.47,30.82,0.6,1950,1.3956666666666668
55,95320,17.06,31.13,0.6,2040,1.4577745098039214
56,97350,16.69,31.52,0.6,2030,1.4507142857142856
57,99450,16.51,32.02,0.6,2100,1.5007761904761905
58,101520,16.28,32.09,0.6,2070,1.4665990338164248
59,103520,15.91,33.0,0.6,2000,1.4101549999999998
60,105440,16.1,32.82,0.6,1920,1.3401770833333335
61,107310,16.27,32.84,0.6,1870,1.3025989304812833
62,109190,16.5,33.25,0.6,1880,1.2917287234042554
63,111180,16.55,33.78,0.6,1990,1.362889447236181
64,113190,24.07,24.02,0.6,2010,1.3573781094527362
65,115170,25.76,22.63,0.6,1980,1.3369949494949496
66,117020,26.95,22.25,0.6,1850,1.3420756756756758
67,118900,27.46,21.71,0.6,1880,1.3842446808510638
68,120720,18.5,34.54,0.6,1820,1.4992417582417583
69,122480,18.92,34.25,0.6,1760,1.4572954545454546
70,124110,19.31,34.54,0.6,1630,1.4096319018404908
71,125610,19.58,34.49,0.6,1500,1.29938
72,126970,20.13,33.35,0.6,1360,1.2049705882352941
73,128190,19.79,33.93,0.6,1220,1.0845983606557377
74,129460,19.49,34.64,0.6,1270,1.1284330708661416
75,130660,19.05,36.0,0.6,1200,1.0563250000000002
76,131980,19.33,36.58,0.6,1320,1.159765151515152
77,133180,19.92,35.67,0.6,1200,1.056575
78,134280,19.74,36.7,0.6,1100,0.948181818181818
79,135500,19.27,38.92,0.6,1220,1.0498114754098358
80,136830,19.15,39.96,0.6,1330,1.1408270676691727
81,138030,18.98,40.74,0.6,1200,1.008525
82,139410,18.7,41.65,0.6,1380,1.1571376811594203
83,140830,18.45,42.34,0.6,1420,1.1753732394366194
84,142190,19.74,39.75,0.6,1360,1.1139338235294118
85,143730,20.32,38.89,0.6,1540,1.2589545454545454
86,145360,21.98,36.29,0.6,1630,1.3152699386503066
87,146920,22.2,36.44,0.6,1560,1.2596282051282048
88,148410,22.08,36.76,0.6,1490,1.1807114093959732
89,149970,21.69,37.59,0.59,1560,1.2287756410256412
90,151630,21.61,38.08,0.59,1660,1.2988433734939757
91,153210,22.05,37.64,0.59,1580,1.2285379746835443
92,154640,21.83,37.18,0.59,1430,1.113741258741259
93,156150,21.25,37.72,0.59,1510,1.174894039735099
94,157640,20.85,38.18,0.59,1490,1.159798657718121
95,159330,20.56,38.9,0.59,1690,1.3128994082840235
96,161000,20.18,39.14,0.59,1670,1.2982514970059882
97,162550,19.8,39.59,0.59,1550,1.2057290322580647
98,164040,19.32,40.55,0.59,1490,1.1597583892617451
99,165640,18.95,41.11,0.59,1600,1.2448187499999999
100,167190,18.78,41.29,0.59,1550,1.2212258064516128
101,168720,18.48,41.78,0.59,1530,1.2055294117647057
102,170190,17.88,43.25,0.59,1470,1.159374149659864
103,171630,17.32,44.85,0.59,1440,1.1356597222222224
104,172800,17.05,45.37,0.59,900,0.9258547008547011
105,173850,16.88,45.76,0.59,1050,0.842695238095238
106,175120,16.74,46.04,0.59,1270,1.01648031496063
107,176630,16.52,46.77,0.59,1510,1.2051920529801325
108,177960,16.41,47.03,0.59,1330,1.0636842105263156
109,179340,16.14,46.85,0.59,1380,1.1034565217391303
110,180630,16.07,46.35,0.59,1290,1.0321937984496123
111,182010,15.88,46.65,0.59,1380,1.102789855072464
112,183350,15.79,46.66,0.59,1340,1.0714701492537315
113,184600,15.73,46.58,0.59,1250,1.0008
114,186070,15.62,46.35,0.59,1470,1.173578231292517
115,187370,15.46,46.64,0.59,1300,1.036376923076923
116,188730,15.38,46.82,0.59,1360,1.073720588235294
117,190290,15.12,47.15,0.59,1560,1.2287756410256412
118,191810,15.11,46.99,0.59,1520,1.1841644736842105
119,193380,14.96,47.84,0.58,1570,1.221063694267516
120,194700,15.0,47.55,0.58,1320,1.023689393939394
121,196010,14.85,47.5,0.58,1310,1.0084198473282442
122,197480,14.99,47.1,0.58,1470,1.129530612244898
123,198960,21.73,33.42,0.58,1480,1.111445945945946
124,200450,22.99,31.22,0.58,1490,1.115255033557047
125,202150,24.14,29.05,0.58,1700,1.2881941176470588
126,203620,25.21,28.26,0.58,1470,1.130176870748299
127,205070,26.32,26.68,0.58,1450,1.1147172413793103
128,206540,22.11,33.51,0.58,1470,1.202469387755102
129,207760,18.42,40.08,0.58,1220,1.0013770491803278
130,209040,19.07,38.09,0.58,1280,1.0673203125
131,210310,19.83,36.88,0.58,1270,1.091598425196851
132,211530,19.07,38.8,0.58,1220,1.0493360655737705
133,212690,19.21,38.69,0.58,1160,1.008836206896552
134,213790,19.35,38.28,0.58,1100,0.9696363636363635
135,214960,19.34,38.12,0.58,1170,1.0309145299145297
136,216070,19.54,37.76,0.58,1110,0.9790360360360357
137,217110,19.78,38.6,0.58,1040,0.9182019230769232
138,218170,20.03,39.01,0.58,1060,0.9351132075471699
139,219350,20.03,39.55,0.58,1180,1.039127118644068
140,220420,20.62,39.37,0.58,1070,0.9237289719626168
141,221440,21.19,38.54,0.58,1020,0.8805490196078433
142,222420,21.61,38.03,0.58,980,0.8465000000000003
143,223640,21.87,37.71,0.58,1220,1.0427131147540982
144,224630,22.31,37.9,0.58,990,0.844949494949495
145,225770,22.83,37.95,0.58,1140,0.9706666666666667
