transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,730,18.72,43.77,0.74,900,0.680972972972973
1,1720,18.56,43.64,0.74,990,0.6361010101010102
2,2840,18.22,43.69,0.74,1120,0.7181517857142857
3,4180,17.95,43.72,0.74,1340,0.8567835820895523
4,5580,17.8,43.86,0.74,1400,0.8945
5,7020,17.65,44.1,0.74,1440,0.9200694444444444
6,8370,17.53,44.25,0.73,1350,0.8501703703703702
7,9770,17.39,44.52,0.73,1400,0.8805357142857144
8,11230,17.29,44.77,0.73,1460,0.9026027397260274
9,12780,17.13,45.1,0.73,1550,0.9415999999999999
10,14460,16.99,45.33,0.73,1680,1.0154642857142857
11,16160,16.73,45.74,0.73,1700,0.9809411764705882
12,17900,16.56,46.07,0.73,1740,1.0042126436781607
13,19530,16.37,46.47,0.73,1630,0.8956380368098159
14,21260,16.34,46.65,0.73,1730,0.9485028901734104
15,22920,16.22,46.82,0.73,1660,0.8475421686746988
16,24740,16.21,46.86,0.73,1820,0.924142857142857
17,26700,24.6,31.1,0.73,1960,0.9374744897959184
18,28740,27.45,27.15,0.73,2040,0.9723627450980392
19,30850,29.68,24.68,0.73,2110,1.1528293838862556
20,32980,26.05,29.84,0.73,2130,1.3144460093896708
21,35070,25.52,30.3,0.73,2090,1.450133971291866
22,37060,25.14,31.09,0.73,1990,1.5637889447236182
23,38820,24.31,31.95,0.73,1760,1.4300738636363635
24,40460,24.29,31.3,0.73,1640,1.384109756097561
25,41990,24.69,29.82,0.73,1530,1.305483660130719
26,43530,24.54,29.54,0.73,1540,1.3099155844155843
27,45070,24.84,28.89,0.73,1540,1.3013441558441556
28,46610,25.03,28.43,0.73,1540,1.302266233766234
29,48200,25.13,27.75,0.73,1590,1.2807798742138363
30,49730,24.76,27.77,0.73,1530,1.2323071895424835
31,51310,24.91,27.44,0.73,1580,1.2081518987341773
32,52830,24.95,27.22,0.73,1520,1.1508421052631579
33,54600,25.17,27.65,0.73,1770,1.3087175141242937
34,56340,24.73,27.83,0.73,1740,1.2648275862068963
35,58140,24.61,28.11,0.73,1800,1.2799
36,60030,24.37,27.84,0.73,1890,1.315111111111111
37,62010,23.64,28.51,0.73,1980,1.350550505050505
38,64030,23.44,28.69,0.73,2020,1.3625891089108908
39,66190,23.04,29.05,0.73,2160,1.4557592592592592
40,68440,22.64,29.8,0.73,2250,1.516831111111111
41,70750,22.34,30.6,0.73,2310,1.5787056277056275
42,73030,21.95,30.22,0.73,2280,1.5593552631578946
43,75360,21.54,31.06,0.73,2330,1.5944721030042919
44,77570,21.23,30.52,0.73,2210,1.5354841628959277
45,79810,20.85,30.95,0.73,2240,1.5668928571428573
46,82030,20.36,30.75,0.73,2220,1.5641171171171167
47,84180,20.0,30.81,0.73,2150,1.5143348837209298
48,86170,19.89,30.64,0.72,1990,1.4027587939698491
49,88100,19.8,30.59,0.72,1930,1.3796062176165802
50,89890,19.64,30.47,0.72,1790,1.28131843575419
51,91650,19.45,30.39,0.72,1760,1.2605852272727274
52,93360,19.11,30.47,0.72,1710,1.2256374269005847
53,95140,18.88,30.6,0.72,1780,1.2742191011235955
54,96900,18.61,30.61,0.72,1760,1.2604375
55,98620,18.34,30.49,0.72,1720,1.2323197674418604
56,100340,18.21,30.96,0.72,1720,1.231686046511628
57,102090,18.03,30.98,0.72,1750,1.2367142857142859
58,103740,17.86,31.28,0.72,1650,1.166872727272727
59,105360,17.73,31.45,0.72,1620,1.1326234567901234
60,106920,17.77,31.81,0.72,1560,1.0896730769230767
61,108450,17.82,32.23,0.72,1530,1.061607843137255
62,109890,17.82,32.55,0.72,1440,0.9923958333333331
63,111350,17.83,32.85,0.72,1460,1.0048835616438356
