transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,480,19.52,41.34,0.7,900,0.8389183673469388
1,1420,19.38,41.31,0.7,940,0.604255319148936
2,2520,19.25,41.09,0.7,1100,0.7047363636363638
3,3800,18.9,41.38,0.7,1280,0.8169765625000001
4,5230,18.53,41.95,0.7,1430,0.9107202797202798
5,6760,18.29,42.09,0.69,1530,0.9718954248366014
6,8240,18.15,42.22,0.69,1480,0.9271351351351351
7,9780,17.96,42.49,0.69,1540,0.9625974025974026
8,11400,17.82,42.68,0.69,1620,0.9911975308641975
9,13140,17.67,42.88,0.69,1740,1.0505517241379307
10,14900,17.46,43.21,0.69,1760,1.037625
11,16750,17.24,43.52,0.69,1850,1.0623027027027026
12,18780,17.02,43.87,0.69,2030,1.1246502463054187
13,20810,16.96,44.04,0.69,2030,1.102285714285714
14,22890,16.87,44.26,0.69,2080,1.0608221153846151
15,25140,17.74,42.6,0.69,2250,1.1351555555555555
16,27440,22.76,33.9,0.69,2300,1.0919304347826089
17,29900,25.3,30.1,0.69,2460,1.281552845528455
18,32400,27.05,27.8,0.69,2500,1.352948
19,34930,28.0,26.32,0.69,2530,1.7266719367588932
20,37210,28.02,26.27,0.69,2280,1.7683070175438595
21,39240,27.4,26.71,0.69,2030,1.6315467980295564
22,41140,27.21,26.38,0.68,1900,1.5999263157894734
23,42970,27.78,24.86,0.68,1830,1.5452240437158469
24,44910,28.26,23.82,0.68,1940,1.6197371134020617
25,46740,28.29,23.68,0.68,1830,1.5336120218579237
26,48590,28.12,23.37,0.68,1850,1.4766810810810813
27,50390,27.82,23.41,0.68,1800,1.4378111111111112
28,52190,27.6,23.57,0.68,1800,1.3528444444444443
29,54060,27.07,24.25,0.68,1870,1.3989572192513366
30,56080,26.88,24.5,0.68,2020,1.4554554455445543
31,58080,26.48,25.04,0.68,2000,1.41652
32,60110,25.74,26.02,0.68,2030,1.4012118226600982
33,62170,24.46,26.99,0.68,2060,1.3944854368932038
34,64310,24.05,27.34,0.68,2140,1.4378644859813086
35,66610,23.43,27.96,0.68,2300,1.5410869565217387
36,68960,22.74,28.7,0.68,2350,1.5858127659574468
37,71380,22.38,29.04,0.67,2420,1.645582644628099
38,73870,22.09,29.15,0.67,2490,1.6906465863453817
39,76410,21.76,29.34,0.67,2540,1.7385748031496067
40,78940,21.4,29.32,0.67,2530,1.7415415019762848
41,81390,21.12,29.36,0.67,2450,1.7100857142857144
42,84010,20.8,29.43,0.67,2620,1.8259083969465653
43,86620,20.59,29.33,0.67,2610,1.8254521072796934
44,89280,20.41,29.26,0.67,2660,1.8782105263157896
45,91970,20.06,29.34,0.67,2690,1.9010037174721188
46,94680,19.45,29.65,0.67,2710,1.9148597785977859
47,97270,19.06,29.75,0.67,2590,1.831783783783784
48,99910,18.77,29.75,0.67,2640,1.8628068181818183
49,102440,18.52,29.84,0.67,2530,1.7676877470355734
50,104910,18.28,29.99,0.67,2470,1.7164008097165986
51,107350,18.2,30.29,0.67,2440,1.6779016393442618
52,109700,18.19,30.84,0.67,2350,1.5968085106382979
53,111930,20.58,27.88,0.67,2230,1.5094304932735423
54,114190,24.95,24.08,0.67,2260,1.5139026548672563
55,116320,27.28,21.7,0.67,2130,1.5094225352112673
56,118410,28.08,21.09,0.67,2090,1.5050574162679426
57,120420,27.89,21.46,0.67,2010,1.6359154228855723
58,122230,29.34,20.24,0.67,1810,1.483745856353591
59,123830,29.81,20.08,0.67,1600,1.3789125
60,125300,30.38,19.7,0.67,1470,1.2724013605442177
