transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,500,19.61,39.96,0.73,900,0.8273529411764705
1,1380,19.43,39.99,0.73,880,0.5668409090909091
2,2440,19.16,39.89,0.73,1060,0.6802264150943397
3,3650,18.82,39.99,0.73,1210,0.7749173553719008
4,4980,18.46,40.6,0.73,1330,0.8506541353383459
5,6220,18.32,40.73,0.73,1240,0.7938548387096775
6,7500,18.17,41.03,0.73,1280,0.8133125
7,8960,18.05,41.21,0.73,1460,0.9175273972602741
8,10530,17.93,41.38,0.73,1570,0.9855286624203822
9,12210,17.73,41.77,0.73,1680,1.021482142857143
10,13950,17.58,41.99,0.73,1740,1.0562241379310346
11,15720,17.34,42.42,0.73,1770,1.0253107344632768
12,17600,17.12,42.75,0.73,1880,1.084340425531915
13,19540,16.88,43.33,0.73,1940,1.0640670103092784
14,21600,16.81,43.55,0.73,2060,1.1230485436893203
15,23610,16.71,43.59,0.73,2010,1.0171990049751243
16,25750,24.85,28.86,0.73,2140,1.0537476635514018
17,28100,28.48,24.76,0.73,2350,1.118268085106383
18,30610,30.65,22.55,0.73,2510,1.3538685258964143
19,33180,32.95,20.05,0.73,2570,1.591727626459144
20,35570,34.1,18.89,0.73,2390,1.648623430962343
21,37710,29.96,23.1,0.73,2140,1.719088785046729
22,39690,27.33,25.76,0.73,1980,1.6101060606060609
23,41650,27.08,25.58,0.73,1960,1.6638826530612247
24,43500,27.7,24.12,0.73,1850,1.5681027027027026
25,45310,27.47,24.38,0.73,1810,1.5220662983425413
26,47150,27.64,23.74,0.73,1840,1.521554347826087
27,49030,27.73,22.98,0.73,1880,1.5072127659574468
28,50870,28.04,22.61,0.73,1840,1.4360434782608695
29,52750,28.33,21.92,0.73,1880,1.417154255319149
30,54790,28.47,22.05,0.73,2040,1.4987205882352943
31,56780,27.57,23.12,0.73,1990,1.4384623115577893
32,58840,27.46,23.12,0.73,2060,1.4371407766990287
33,61050,28.19,22.09,0.73,2210,1.5299140271493215
34,63220,24.07,26.56,0.73,2170,1.4613778801843318
35,65390,23.49,27.09,0.73,2170,1.4627788018433179
36,67540,23.26,27.69,0.73,2150,1.4487860465116278
37,69590,23.0,28.14,0.73,2050,1.3991512195121951
38,71700,22.75,28.4,0.73,2110,1.4428056872037913
39,73750,22.38,28.01,0.73,2050,1.4020292682926827
40,75830,21.95,27.97,0.73,2080,1.4269086538461537
41,77860,21.63,28.15,0.73,2030,1.409620689655172
42,79900,21.34,28.26,0.73,2040,1.429926470588235
43,81880,21.1,28.37,0.73,1980,1.397787878787879
44,83790,20.87,28.39,0.73,1910,1.3487905759162304
45,85620,20.69,28.27,0.73,1830,1.2922185792349727
46,87430,20.59,28.26,0.73,1810,1.2918397790055247
47,89160,20.48,28.19,0.73,1730,1.2393526011560696
48,91080,20.34,27.96,0.73,1920,1.3733281250000002
49,93000,19.69,28.4,0.73,1920,1.3735833333333334
50,94830,19.38,28.56,0.72,1830,1.309672131147541
51,96530,19.11,28.64,0.72,1700,1.219141176470588
52,98220,18.81,28.69,0.72,1690,1.2119704142011833
53,99890,18.69,28.84,0.72,1670,1.1966047904191617
54,101610,18.53,29.04,0.72,1720,1.220627906976744
55,103330,18.35,29.33,0.72,1720,1.2161220930232557
56,105100,18.23,29.36,0.72,1770,1.2392090395480226
57,106990,18.26,29.8,0.72,1890,1.315005291005291
58,108880,18.22,30.21,0.72,1890,1.3014126984126981
59,110770,18.19,30.68,0.72,1890,1.2961640211640213
60,112530,27.62,19.95,0.72,1760,1.1952500000000004
61,114260,29.95,18.45,0.72,1730,1.1709884393063585
62,115800,31.73,17.18,0.72,1540,1.0911168831168832
63,117200,33.58,15.93,0.72,1400,1.0195785714285714
64,118400,35.02,14.64,0.72,1200,0.8768166666666666
65,119550,34.85,14.72,0.72,1150,0.9416347826086958
66,120680,35.07,15.02,0.72,1130,0.9388318584070798
67,121780,35.07,15.02,0.72,1100,0.9136363636363637
68,122750,35.52,14.93,0.72,970,0.8308350515463917
69,123630,35.79,14.83,0.72,880,0.7690568181818183
70,124480,35.9,14.79,0.72,850,0.7435529411764706
71,125350,35.91,14.87,0.72,870,0.7607586206896553
72,126110,36.07,14.78,0.72,760,0.6705789473684212
73,126910,35.97,14.79,0.72,800,0.7166625
74,127620,35.6,14.95,0.72,710,0.6372816901408451
75,128380,35.29,15.21,0.72,760,0.6814736842105265
76,129280,34.9,15.37,0.72,900,0.8045333333333333
77,130170,34.91,15.48,0.72,890,0.7881460674157302
78,131160,34.66,16.08,0.72,990,0.8743232323232323
79,132160,35.13,15.78,0.72,1000,0.8829900000000002
80,133060,35.26,15.8,0.72,900,0.7957777777777777
81,133890,35.53,15.85,0.72,830,0.7189518072289158
82,134820,35.56,16.56,0.72,930,0.8033333333333333
83,135810,35.47,16.9,0.72,990,0.8538484848484847
84,136820,35.49,17.0,0.72,1010,0.8697227722772278
85,137690,35.48,17.02,0.72,870,0.7350114942528735
86,138670,35.59,16.83,0.72,980,0.8261836734693877
87,139690,35.42,16.98,0.72,1020,0.8594313725490195
88,140840,35.08,17.25,0.72,1150,0.952886956521739
89,141940,34.95,17.46,0.72,1100,0.9035909090909091
90,143090,35.45,17.17,0.72,1150,0.9438608695652172
91,144220,36.21,16.58,0.72,1130,0.9238495575221239
92,145330,35.41,17.26,0.72,1110,0.900774774774775
93,146520,35.76,17.02,0.72,1190,0.964546218487395
94,147760,35.92,16.98,0.72,1240,0.998233870967742
95,148940,35.47,17.38,0.72,1180,0.9332796610169494
96,150170,35.47,17.75,0.72,1230,0.9720000000000001
97,151340,32.3,20.59,0.72,1170,0.9226581196581195
98,152610,25.09,30.34,0.72,1270,0.9906299212598422
99,153900,24.52,30.83,0.72,1290,1.006015503875969
100,155200,24.1,31.36,0.72,1300,1.0136692307692308
101,156570,23.87,32.01,0.72,1370,1.0674160583941605
102,157990,23.54,32.42,0.72,1420,1.1057112676056338
103,159350,23.44,32.59,0.72,1360,1.0596764705882353
104,160700,23.15,32.47,0.71,1350,1.0521703703703704
105,161950,22.99,32.68,0.71,1250,0.9758800000000002
106,163080,22.76,33.02,0.71,1130,0.8835309734513276
107,164350,22.66,33.17,0.71,1270,0.9911496062992126
108,165660,22.36,33.53,0.71,1310,1.023381679389313
109,166980,22.23,33.84,0.71,1320,1.0427272727272727
110,168340,22.01,34.05,0.71,1360,1.0737279411764709
111,169810,21.56,34.54,0.71,1470,1.1590544217687075
112,171180,21.03,35.2,0.71,1370,1.081262773722628
113,172430,20.71,35.63,0.71,1250,0.9878959999999999
114,173330,20.48,35.9,0.71,900,0.7226555555555555
115,174410,20.25,36.16,0.71,1080,0.8664722222222221
116,175570,20.01,36.49,0.71,1160,0.9297499999999999
117,176890,19.8,36.96,0.71,1320,1.05580303030303
118,178130,19.6,37.3,0.71,1240,0.9927258064516127
119,179460,19.35,37.44,0.71,1330,1.0635939849624059
120,180770,19.19,37.48,0.71,1310,1.0473435114503817
121,182010,19.03,37.61,0.71,1240,0.9921209677419355
122,183240,18.93,37.71,0.71,1230,0.9840894308943089
123,184500,18.79,37.78,0.71,1260,1.0076904761904764
124,185840,18.65,37.87,0.71,1340,1.0707537313432833
125,187030,18.52,37.95,0.71,1190,0.9526806722689074
126,188350,18.37,38.12,0.71,1320,1.0420075757575757
127,189730,18.22,38.26,0.71,1380,1.0883188405797102
128,191000,18.13,38.19,0.71,1270,0.9991259842519683
129,192410,18.1,38.3,0.71,1410,1.097595744680851
130,193580,18.07,38.56,0.71,1170,0.9135726495726496
131,194850,17.98,38.69,0.71,1270,0.9827007874015745
132,196140,17.95,38.66,0.71,1290,0.9926279069767442
133,197490,17.91,38.73,0.71,1350,1.0380962962962963
134,198850,27.11,24.86,0.71,1360,1.0223455882352943
135,200160,29.98,21.14,0.71,1310,0.9821832061068702
136,201440,30.56,20.58,0.71,1280,0.9601093749999999
137,202680,30.83,20.37,0.71,1240,0.9549354838709679
138,203830,31.98,19.28,0.71,1150,0.8868434782608696
139,205000,32.91,18.68,0.71,1170,0.901863247863248
140,206230,33.22,18.5,0.71,1230,1.007178861788618
141,207210,33.39,18.51,0.71,980,0.8066632653061224
142,208360,34.01,17.94,0.71,1150,0.9441826086956521
143,209450,34.24,17.77,0.71,1090,0.9320275229357797
144,210430,34.36,17.67,0.71,980,0.845826530612245
145,211530,34.76,17.35,0.71,1100,0.9476454545454547
146,212460,34.98,17.28,0.7,930,0.8060215053763444
147,213550,34.4,17.7,0.7,1090,0.9607522935779815
148,214540,34.35,17.72,0.7,990,0.8741818181818181
149,215560,34.38,17.73,0.7,1020,0.9003529411764707
150,216470,34.25,17.8,0.7,910,0.8048241758241759
151,217610,35.37,17.13,0.7,1140,1.004456140350877
152,218530,35.43,17.15,0.7,920,0.8134347826086957
153,219560,35.45,17.28,0.7,1030,0.9091456310679612
154,220380,35.89,17.05,0.7,820,0.7101463414634145
155,221400,36.08,17.12,0.7,1020,0.8801470588235296
156,222290,36.42,16.94,0.7,890,0.7695955056179775
157,223430,29.94,23.29,0.7,1140,0.977578947368421
158,224330,27.58,26.37,0.7,900,0.7691555555555557
159,225470,26.6,27.83,0.7,1140,0.9705964912280701
160,226420,26.19,28.44,0.7,950,0.811157894736842
161,227440,25.95,29.12,0.7,1020,0.8522745098039214
162,228620,25.68,29.56,0.7,1180,0.9806016949152544
163,229620,25.4,30.09,0.7,1000,0.8332700000000001
164,230760,24.81,31.28,0.7,1140,0.9477719298245612
165,231910,24.42,32.31,0.7,1150,0.9560086956521737
166,232970,24.02,33.06,0.7,1060,0.8823679245283017
167,234190,23.82,33.71,0.7,1220,1.0131639344262295
168,235250,23.48,34.3,0.7,1060,0.8824716981132075
169,236550,23.3,34.61,0.7,1300,1.0786153846153845
170,237770,23.03,35.37,0.7,1220,1.0135
171,238740,23.15,35.07,0.7,970,0.8086494845360824
172,239900,22.96,35.26,0.7,1160,0.9642155172413793
173,240990,22.84,35.5,0.7,1090,0.9069082568807338
174,242210,22.6,35.65,0.7,1220,1.0132540983606557
175,243430,22.5,35.94,0.7,1220,1.013090163934426
176,244610,22.34,36.1,0.7,1180,0.9805932203389829
177,245830,22.16,36.11,0.7,1220,1.0131475409836064
178,247060,22.03,36.38,0.7,1230,1.0214065040650409
179,248200,21.92,36.22,0.7,1140,0.9477894736842104
180,249470,21.81,36.04,0.7,1270,1.0663307086614175
181,250630,21.64,36.27,0.7,1160,0.9757758620689656
182,251880,21.4,36.47,0.7,1250,1.0502559999999999
183,252910,21.31,36.54,0.7,1030,0.868116504854369
184,254140,21.16,36.61,0.7,1230,1.0337479674796746
185,255240,21.16,36.51,0.7,1100,0.9259636363636362
186,256450,21.03,36.68,0.7,1210,1.0169338842975206
187,257460,20.91,36.78,0.7,1010,0.8513960396039605
188,258630,20.84,36.89,0.7,1170,0.9838632478632477
189,259770,20.72,37.02,0.7,1140,0.9589912280701754
190,261080,20.63,37.09,0.7,1310,1.099679389312977
191,262180,20.51,37.16,0.7,1100,0.9260181818181819
192,263410,20.34,37.37,0.7,1230,1.0337154471544714
193,264780,20.2,37.48,0.7,1370,1.1496204379562045
194,265920,20.17,37.51,0.7,1140,0.9595350877192984
195,267250,20.11,37.51,0.7,1330,1.116699248120301
196,268540,19.72,38.12,0.7,1290,1.0834573643410852
197,269860,19.42,38.47,0.7,1320,1.1082045454545457
198,271120,19.17,38.73,0.7,1260,1.04615873015873
199,272330,19.01,38.78,0.7,1210,1.005115702479339
200,273540,18.88,38.87,0.7,1210,1.0052396694214876
201,274700,18.75,38.91,0.7,1160,0.964456896551724
202,275880,18.64,39.01,0.7,1180,0.980864406779661
203,277140,18.52,39.01,0.7,1260,1.0462936507936509
204,278490,18.45,39.12,0.7,1350,1.1466000000000003
205,279810,18.56,39.0,0.7,1320,1.121598484848485
206,281180,18.52,39.23,0.7,1370,1.1765839416058395
207,282590,18.51,39.27,0.7,1410,1.2244751773049642
208,283960,18.47,39.54,0.7,1370,1.189912408759124
209,285260,29.77,22.74,0.7,1300,1.1415384615384616
210,286630,31.12,21.36,0.7,1370,1.2034452554744528
211,287860,31.94,20.63,0.7,1230,1.0825853658536586
212,289200,33.34,19.63,0.7,1340,1.2434104477611938
213,290320,34.35,18.85,0.7,1120,1.0428125
214,291510,34.61,18.72,0.7,1190,1.1068067226890754
215,292600,34.43,18.92,0.7,1090,1.0586146788990827
216,293890,34.62,18.77,0.7,1290,1.249860465116279
217,295000,35.23,18.47,0.7,1110,1.078099099099099
218,296200,35.51,18.37,0.7,1200,1.175525
219,297390,33.87,19.88,0.7,1190,1.1660504201680675
220,298550,31.8,21.98,0.7,1160,1.1371551724137932
221,299630,30.35,23.6,0.7,1080,1.039796296296296
222,300700,29.12,25.39,0.7,1070,1.0294018691588784
223,301720,27.89,27.18,0.7,1020,0.9820196078431372
224,302730,27.06,28.54,0.7,1010,0.9725940594059407
225,303780,26.45,29.43,0.7,1050,1.0104380952380951
226,304750,28.19,26.89,0.7,970,0.9347113402061855
227,305620,28.1,26.98,0.7,870,0.8399310344827586
228,306510,27.68,27.89,0.7,890,0.8515617977528092
229,307370,28.66,26.64,0.7,860,0.8217441860465117
230,308240,28.42,27.15,0.7,870,0.8310804597701149
231,309090,25.82,31.32,0.7,850,0.8124352941176469
232,310090,25.41,32.28,0.7,1000,0.9458
233,311060,25.22,32.84,0.7,970,0.9152886597938146
234,312100,25.05,33.32,0.7,1040,0.9800769230769233
235,313220,24.99,33.63,0.7,1120,1.0541875
236,314380,25.04,33.78,0.7,1160,1.0912931034482758
237,315480,25.12,33.81,0.7,1100,1.0358454545454545
238,316630,24.89,34.5,0.7,1150,1.082182608695652
239,317790,24.85,34.81,0.7,1160,1.0914655172413794
240,318940,24.65,35.3,0.7,1150,1.0822260869565217
241,320180,24.51,35.72,0.7,1240,1.165532258064516
242,321420,24.21,36.19,0.7,1240,1.1775645161290322
243,322680,23.79,36.73,0.7,1260,1.1962857142857144
244,323990,23.28,37.7,0.7,1310,1.2427633587786258
245,325280,23.42,37.28,0.7,1290,1.2370232558139536
246,326560,23.19,37.75,0.7,1280,1.2274765625
247,327880,22.95,38.04,0.7,1320,1.2652272727272729
