transmission_number,time_of_transmission,tem_value,hum_value,energy_level,update_rate,accuracy
0,110,18.75,41.99,0.57,900,1.0730000000000002
1,950,18.6,42.13,0.57,840,0.5409642857142857
2,1970,18.51,42.13,0.57,1020,0.6548333333333334
3,3120,18.38,41.98,0.57,1150,0.7369652173913044
4,4460,18.17,41.98,0.57,1340,0.8566044776119404
5,5890,17.97,42.42,0.57,1430,0.912202797202797
6,7300,17.77,42.67,0.57,1410,0.8976241134751771
7,8700,17.68,42.77,0.57,1400,0.8796642857142856
8,10210,17.54,42.99,0.57,1510,0.9473112582781458
9,11770,17.41,43.29,0.57,1560,0.9517692307692308
10,13370,17.23,43.65,0.57,1600,0.971925
11,14920,17.14,43.77,0.57,1550,0.9172838709677419
12,16660,16.94,44.05,0.57,1740,1.0046321839080459
13,18420,16.68,44.61,0.57,1760,0.9927727272727273
14,20280,16.69,44.42,0.57,1860,1.0153602150537635
15,22170,16.52,44.85,0.57,1890,0.9934708994708994
16,24000,16.52,44.76,0.57,1830,0.9288688524590164
17,26020,20.77,36.43,0.57,2020,0.9845841584158416
18,28130,22.66,33.09,0.57,2110,1.004075829383886
19,30340,24.78,30.28,0.57,2210,1.1881357466063347
20,32560,27.21,27.44,0.57,2220,1.253554054054054
21,34650,27.11,27.42,0.57,2090,1.441157894736842
22,36530,26.47,28.4,0.57,1880,1.4041276595744678
23,38160,25.59,29.05,0.57,1630,1.3198282208588958
24,39590,26.04,28.04,0.57,1430,1.1631538461538462
25,40870,26.49,26.9,0.57,1280,1.093578125
26,42070,25.96,27.29,0.57,1200,1.0271583333333334
27,43260,26.54,26.21,0.57,1190,1.0204537815126047
28,44440,26.62,25.83,0.57,1180,0.99935593220339
29,45590,26.66,25.64,0.57,1150,0.9763217391304347
30,46770,26.59,25.74,0.56,1180,1.0037711864406778
31,47950,26.3,25.66,0.56,1180,0.9542457627118645
32,49060,26.25,25.52,0.56,1110,0.8986846846846848
33,50180,25.81,26.18,0.56,1120,0.9077857142857143
34,51250,25.82,26.21,0.56,1070,0.8172242990654204
35,52290,25.49,26.32,0.56,1040,0.791375
36,53400,25.21,26.55,0.56,1110,0.8433423423423422
37,54610,25.23,26.78,0.56,1210,0.8913719008264462
38,55750,25.02,26.82,0.56,1140,0.8326578947368422
39,56980,24.64,27.34,0.56,1230,0.8979268292682927
40,58250,24.29,28.11,0.56,1270,0.8961811023622048
41,59650,23.38,29.32,0.56,1400,0.9771785714285713
42,61180,22.79,29.33,0.56,1530,1.0672679738562092
43,62710,22.18,30.54,0.56,1530,1.035888888888889
44,64180,21.36,31.46,0.56,1470,0.9941700680272109
45,65780,20.86,32.0,0.56,1600,1.0847562499999999
46,67380,21.99,29.7,0.56,1600,1.08364375
47,68970,21.73,29.66,0.56,1590,1.0850566037735854
48,70590,21.45,29.31,0.56,1620,1.1118333333333332
49,72090,21.26,29.7,0.56,1500,1.0320666666666665
50,73640,21.03,29.31,0.56,1550,1.0653548387096774
51,75300,20.8,29.17,0.56,1660,1.1401566265060243
52,76800,20.61,28.99,0.56,1500,1.045326666666667
53,78220,20.41,28.97,0.56,1420,0.9914295774647884
54,79610,20.2,29.24,0.56,1390,0.9791079136690649
55,80980,20.07,29.4,0.56,1370,0.9713722627737225
56,82430,19.97,29.39,0.56,1450,1.0262896551724137
57,83720,19.82,29.44,0.56,1290,0.9160387596899225
58,84870,19.8,29.41,0.56,1150,0.8168521739130435
59,86010,19.7,29.32,0.56,1140,0.8111403508771928
60,87150,19.68,29.05,0.56,1140,0.82059649122807
61,88250,19.66,29.12,0.56,1100,0.7939727272727272
62,89190,19.46,29.43,0.56,940,0.679659574468085
63,90220,19.37,29.26,0.56,1030,0.7440776699029127
64,91150,19.41,29.51,0.56,930,0.671989247311828
65,92040,19.37,28.91,0.56,890,0.6447752808988764
66,92940,19.06,29.27,0.56,900,0.6511333333333333
67,93900,18.86,29.08,0.56,960,0.6945833333333334
68,94860,18.81,28.83,0.56,960,0.6941458333333334
69,95800,18.82,28.69,0.55,940,0.6801063829787234
70,96750,18.52,28.97,0.55,950,0.6868736842105263
71,97590,18.46,28.97,0.55,840,0.6087619047619046
72,98470,18.5,28.8,0.55,880,0.6371363636363637
73,99230,18.26,29.12,0.55,760,0.5521973684210527
74,100020,18.26,29.05,0.55,790,0.5732025316455697
75,100720,18.13,29.33,0.55,700,0.5092142857142856
76,101250,18.18,29.19,0.55,530,0.38252830188679243
77,101740,18.09,29.26,0.55,490,0.35395918367346935
78,102120,18.16,29.12,0.55,380,0.2762368421052631
79,102410,18.21,28.97,0.55,290,0.2127241379310345
80,102750,18.08,29.15,0.55,340,0.24808823529411766
81,103070,17.99,29.28,0.55,320,0.2339375
82,103230,17.95,29.33,0.55,160,0.1206875
83,103290,17.95,29.4,0.55,60,0.049666666666666665
84,103350,17.96,29.33,0.55,60,0.049666666666666665
85,103410,17.97,29.33,0.55,60,0.049666666666666665
86,103470,17.99,29.33,0.55,60,0.049666666666666665
87,103530,18.01,29.26,0.55,60,0.049666666666666665
88,103590,18.03,29.26,0.55,60,0.049666666666666665
89,103650,18.04,29.24,0.55,60,0.049666666666666665
90,103710,18.04,29.26,0.55,60,0.049666666666666665
91,103770,18.02,29.26,0.55,60,0.049666666666666665
92,103830,18.01,29.3,0.55,60,0.049666666666666665
93,103890,17.98,29.33,0.55,60,0.049666666666666665
94,103950,17.93,29.4,0.55,60,0.049666666666666665
95,104010,17.9,29.47,0.55,60,0.049666666666666665
96,104110,17.87,29.47,0.55,100,0.0781
97,104170,17.87,29.47,0.55,60,0.049666666666666665
98,104230,17.86,29.52,0.55,60,0.049666666666666665
99,104320,17.85,29.54,0.55,90,0.07100000000000001
100,104450,17.83,29.54,0.55,130,0.09838461538461539
101,104560,17.83,29.56,0.55,110,0.084
102,104620,17.83,29.58,0.55,60,0.049
103,104680,17.85,29.57,0.55,60,0.049
104,104780,17.9,29.5,0.55,100,0.07700000000000001
105,104950,17.95,29.47,0.55,170,0.126
106,105150,17.93,29.48,0.55,200,0.14700000000000002
107,105320,17.86,29.61,0.55,170,0.126
108,105420,17.81,29.62,0.55,100,0.07700000000000001
109,105480,17.8,29.66,0.55,60,0.049
110,105540,17.78,29.68,0.55,60,0.049
111,105600,17.75,29.69,0.55,60,0.049
112,105660,17.75,29.68,0.55,60,0.049
113,105720,17.74,29.68,0.55,60,0.049
114,105790,17.73,29.76,0.55,70,0.055999999999999994
115,105920,17.73,29.81,0.55,130,0.098
116,106130,17.8,29.74,0.55,210,0.15400000000000003
117,106250,17.85,29.68,0.55,120,0.09099999999999998
118,106330,17.87,29.61,0.55,80,0.063
119,106450,17.88,29.61,0.55,120,0.09099999999999998
120,106560,17.83,29.65,0.55,110,0.084
121,106620,17.81,29.72,0.55,60,0.049
122,106770,17.76,29.87,0.55,150,0.11199999999999999
123,106920,17.73,29.97,0.55,150,0.11199999999999999
124,107160,17.72,30.08,0.55,240,0.17479166666666668
125,107510,17.77,30.11,0.55,350,0.2516857142857143
126,107820,17.85,30.04,0.55,310,0.22374193548387097
127,108170,17.79,30.3,0.55,350,0.24877142857142853
128,108590,17.75,30.49,0.55,420,0.2959047619047619
129,108980,17.8,30.39,0.55,390,0.27541025641025646
130,109300,17.79,30.54,0.55,320,0.22737499999999997
131,109580,17.71,30.81,0.55,280,0.19985714285714284
132,109770,17.68,30.82,0.55,190,0.13789473684210526
133,110000,17.68,30.96,0.55,230,0.16543478260869565
134,110300,17.72,30.97,0.55,300,0.21349999999999997
135,110550,17.75,30.97,0.55,250,0.1792
136,110950,17.66,31.29,0.55,400,0.2822
137,111500,17.65,31.53,0.55,550,0.38536363636363635
138,111970,20.76,27.42,0.55,470,0.32580851063829785
139,112570,22.41,25.46,0.55,600,0.4133166666666666
140,113210,23.27,24.88,0.55,640,0.44012500000000004
141,113850,23.78,24.79,0.55,640,0.44018750000000006
142,114520,24.66,24.07,0.55,670,0.4606119402985075
143,115230,25.88,22.94,0.55,710,0.4917042253521126
144,115880,26.63,22.14,0.55,650,0.47984615384615387
145,116540,27.23,21.66,0.55,660,0.48724242424242425
146,117350,28.3,20.71,0.55,810,0.5957283950617284
147,118180,28.82,20.2,0.55,830,0.6092771084337348
148,119040,24.94,24.68,0.54,860,0.6745
149,119950,23.61,26.33,0.54,910,0.7581098901098902
150,120860,23.97,26.1,0.54,910,0.7587582417582418
151,122020,25.14,24.33,0.54,1160,0.960956896551724
152,123410,25.93,23.87,0.54,1390,1.1981654676258995
153,124820,26.13,23.84,0.54,1410,1.221
154,126260,25.52,24.81,0.54,1440,1.2555277777777778
155,127740,23.53,27.73,0.54,1480,1.3091351351351348
156,129150,22.36,29.4,0.54,1410,1.2494326241134752
157,130600,22.27,29.84,0.54,1450,1.2713931034482757
158,132170,21.85,31.31,0.54,1570,1.3721019108280252
159,133610,22.24,30.93,0.54,1440,1.246923611111111
160,135070,21.59,33.64,0.54,1460,1.2498013698630137
161,136520,21.24,34.85,0.54,1450,1.2422
162,138070,21.29,34.67,0.54,1550,1.2964903225806452
163,139710,21.04,35.67,0.54,1640,1.3694085365853659
164,141370,21.3,35.02,0.54,1660,1.3587710843373493
165,142930,21.67,34.71,0.54,1560,1.2728589743589744
166,144480,22.76,32.72,0.54,1550,1.2570516129032259
167,146110,22.09,33.98,0.54,1630,1.3142576687116565
168,147830,21.22,35.79,0.54,1720,1.3760465116279068
169,149440,20.87,36.7,0.54,1610,1.2661366459627328
170,151010,20.48,37.85,0.54,1570,1.2359554140127387
171,152670,22.07,35.17,0.54,1660,1.289855421686747
172,154330,21.83,36.32,0.54,1660,1.2886927710843372
173,155990,21.73,37.06,0.54,1660,1.2883493975903615
174,157750,21.48,36.69,0.54,1760,1.364840909090909
175,159670,21.37,36.84,0.54,1920,1.4872031250000002
176,161640,21.13,36.84,0.54,1970,1.5253197969543146
177,163480,20.89,37.08,0.54,1840,1.4258423913043476
178,165250,20.82,37.04,0.54,1770,1.3723050847457627
179,166910,20.61,36.89,0.54,1660,1.3044036144578313
180,168670,20.35,37.11,0.54,1760,1.383193181818182
181,170480,20.26,37.34,0.54,1810,1.420988950276243
182,172260,19.99,37.68,0.54,1780,1.39752808988764
183,173160,19.92,37.66,0.54,900,0.7204444444444444
184,174180,19.77,38.02,0.54,1020,0.8183333333333334
185,175240,19.61,38.25,0.54,1060,0.850066037735849
186,176550,19.4,38.66,0.54,1310,1.0470916030534352
187,177910,19.18,39.21,0.54,1360,1.0863897058823526
188,179390,18.9,39.45,0.54,1480,1.1806351351351352
189,180910,18.68,39.31,0.54,1520,1.2122697368421054
190,182370,18.5,39.42,0.54,1460,1.1646027397260275
191,183930,18.38,39.48,0.54,1560,1.243147435897436
192,185560,18.19,39.61,0.54,1630,1.2989386503067484
193,187210,18.06,39.62,0.54,1650,1.3139636363636364
194,188870,17.84,39.89,0.54,1660,1.3043795180722892
195,190630,17.73,39.89,0.54,1760,1.3816988636363638
196,192440,17.56,40.04,0.54,1810,1.4032817679558012
197,194120,17.54,40.2,0.54,1680,1.3043869047619048
198,195760,17.39,40.49,0.54,1640,1.2573170731707317
199,197450,17.41,40.37,0.54,1690,1.294118343195266
200,199330,22.76,30.53,0.54,1880,1.403531914893617
201,201280,24.27,29.28,0.54,1950,1.4510717948717948
202,203110,26.13,26.98,0.54,1830,1.398896174863388
203,204910,27.9,24.58,0.54,1800,1.37745
204,206690,26.48,26.69,0.54,1780,1.4473932584269664
205,208360,25.09,28.16,0.54,1670,1.3620479041916167
206,210070,25.48,27.69,0.54,1710,1.4568187134502926
207,211750,26.04,27.0,0.54,1680,1.4358571428571427
208,213330,26.84,25.85,0.54,1580,1.3783544303797473
209,214790,26.77,25.99,0.54,1460,1.279801369863014
210,216350,27.16,25.48,0.54,1560,1.366224358974359
211,217930,27.05,26.09,0.54,1580,1.383582278481013
212,219560,26.78,26.84,0.54,1630,1.4267300613496932
213,221110,26.48,27.76,0.54,1550,1.327251612903226
214,222700,26.0,28.93,0.54,1590,1.3609496855345915
215,224340,25.69,29.93,0.54,1640,1.3881463414634148
216,226070,25.28,30.71,0.54,1730,1.4616936416184974
217,227860,25.24,31.48,0.54,1790,1.4822178770949723
218,229650,24.55,32.79,0.54,1790,1.4767877094972066
219,231350,23.73,34.02,0.54,1700,1.4032588235294117
220,233130,22.89,36.06,0.54,1780,1.468623595505618
221,234920,22.24,37.1,0.54,1790,1.4765642458100556
222,236960,21.12,38.83,0.54,2040,1.6789901960784313
223,239240,21.57,37.73,0.54,2280,1.8719517543859654
224,241390,21.45,37.93,0.54,2150,1.7668651162790694
225,243440,21.31,38.23,0.54,2050,1.6868243902439028
226,245540,21.04,38.48,0.54,2100,1.7268761904761905
227,247740,20.75,38.85,0.54,2200,1.8080727272727273
228,249960,20.66,38.8,0.54,2220,1.8436306306306307
229,252160,20.59,38.74,0.54,2200,1.829140909090909
230,254400,20.47,38.8,0.54,2240,1.8621607142857144
231,256560,20.32,38.92,0.54,2160,1.7968981481481485
232,258750,20.1,39.2,0.54,2190,1.8209315068493153
233,260830,19.99,39.29,0.54,2080,1.7312500000000002
234,263050,19.84,39.26,0.54,2220,1.8457522522522518
235,265260,19.63,39.59,0.54,2210,1.837846153846154
236,267670,19.47,39.55,0.54,2410,2.000240663900415
237,270240,19.28,39.52,0.54,2570,2.1250583657587545
238,272990,19.04,39.35,0.54,2750,2.2485781818181816
239,275850,18.74,39.42,0.54,2860,2.3361503496503495
240,278510,18.58,39.55,0.54,2660,2.21531954887218
241,281200,18.64,39.37,0.54,2690,2.267163568773234
242,284050,18.6,39.58,0.54,2850,2.438343859649123
243,286940,25.67,29.12,0.54,2890,2.499321799307958
244,289830,27.29,26.89,0.54,2890,2.621678200692042
245,292550,23.29,33.02,0.54,2720,2.5494375
246,295300,24.26,32.08,0.54,2750,2.623861818181818
247,297990,23.35,34.14,0.54,2690,2.5929591078066916
248,300540,23.22,34.8,0.54,2550,2.4174745098039216
249,302840,22.54,36.66,0.54,2300,2.1815608695652173
250,305010,23.19,35.65,0.54,2170,2.0605714285714285
251,307130,25.49,31.9,0.54,2120,1.9976556603773585
252,309050,25.91,31.69,0.54,1920,1.8086874999999998
253,310850,25.51,32.49,0.54,1800,1.68165
254,312710,24.8,34.19,0.54,1860,1.7351451612903228
255,314430,24.74,34.58,0.54,1720,1.6068837209302325
256,316110,24.46,34.93,0.54,1680,1.5704166666666668
257,317960,23.72,36.8,0.54,1850,1.7259837837837837
258,319710,22.76,39.1,0.54,1750,1.6344685714285712
259,321300,21.82,40.68,0.54,1590,1.500201257861635
260,322830,21.12,42.19,0.53,1530,1.4477385620915033
261,324510,21.85,41.21,0.53,1680,1.5951309523809527
262,326260,21.99,40.57,0.53,1750,1.668777142857143
263,328040,21.66,41.01,0.53,1780,1.6970730337078652
264,329810,21.41,41.12,0.53,1770,1.6870960451977401
265,331640,21.14,41.33,0.53,1830,1.7436502732240435
266,333440,20.97,41.53,0.53,1800,1.7151166666666666
267,335190,20.75,41.81,0.53,1750,1.6617257142857143
268,336980,20.54,42.2,0.53,1790,1.688122905027933
269,338740,20.5,42.06,0.53,1760,1.654443181818182
270,340510,20.41,42.12,0.53,1770,1.6520621468926553
271,342260,20.16,42.5,0.53,1750,1.6293428571428574
272,344080,20.19,42.32,0.53,1820,1.680203296703297
273,345920,19.97,42.73,0.53,1840,1.7038750000000003
274,347860,19.71,43.11,0.53,1940,1.8079742268041237
275,349780,19.54,43.36,0.53,1920,1.7895052083333332
276,351830,19.41,43.52,0.53,2050,1.9079073170731704
277,353900,19.32,43.65,0.53,2070,1.9418502415458938
278,355980,19.14,44.12,0.53,2080,1.9559999999999997
279,358010,19.1,44.11,0.53,2030,1.947970443349754
280,360130,19.04,44.18,0.53,2120,2.037155660377359
281,362290,19.02,44.11,0.53,2160,2.0925231481481483
282,364480,18.97,44.18,0.53,2190,2.1619589041095892
283,366760,18.73,44.61,0.53,2280,2.272184210526316
284,369020,18.51,44.9,0.53,2260,2.3159026548672568
285,371260,18.49,44.83,0.53,2240,2.314611607142857
286,373530,19.17,43.46,0.53,2270,2.372348017621145
287,375720,20.89,39.8,0.53,2190,2.2913835616438356
288,377940,23.36,34.54,0.53,2220,2.321995495495495
289,380190,24.36,33.43,0.53,2250,2.2877422222222226
290,382370,26.41,30.54,0.53,2180,2.1569082568807336
291,384590,27.46,29.41,0.53,2220,2.1507117117117116
292,386880,28.47,28.34,0.53,2290,2.093755458515284
293,389410,29.28,27.54,0.53,2530,2.329411067193676
294,392040,29.36,27.54,0.53,2630,2.4631863117870725
295,394750,28.77,28.96,0.53,2710,2.63949815498155
296,397460,28.4,29.73,0.53,2710,2.661752767527675
297,400110,28.63,29.18,0.53,2650,2.6007283018867926
298,402610,28.14,29.86,0.53,2500,2.440736
299,404870,27.02,32.07,0.53,2260,2.1500929203539823
300,407240,26.83,32.61,0.53,2370,2.224502109704641
301,409520,25.64,34.66,0.53,2280,2.0976754385964913
302,411840,24.3,37.26,0.53,2320,2.0950905172413794
303,414190,23.54,38.53,0.53,2350,2.1115744680851067
304,416550,22.97,39.85,0.53,2360,2.101152542372881
305,418740,22.54,40.42,0.53,2190,1.936433789954338
306,421010,22.2,40.46,0.53,2270,2.000599118942731
307,423230,21.91,40.97,0.53,2220,1.9573063063063063
308,425460,21.75,40.84,0.53,2230,1.9659417040358746
309,427630,21.34,41.95,0.53,2170,1.9140276497695852
310,429750,21.05,42.55,0.53,2120,1.8706886792452828
311,431890,20.9,42.55,0.53,2140,1.8879766355140184
312,432790,20.99,42.05,0.53,900,0.8054666666666664
313,433940,20.85,42.19,0.53,1150,1.0251739130434783
314,435200,20.76,42.09,0.53,1260,1.1215634920634923
315,436710,20.62,42.14,0.53,1510,1.353993377483444
316,438420,20.46,42.14,0.53,1710,1.5314736842105265
317,440260,20.3,42.38,0.53,1840,1.64575
318,442100,20.06,42.89,0.53,1840,1.6457771739130438
319,444040,20.05,42.84,0.53,1940,1.7504072164948457
320,446040,19.92,42.9,0.53,2000,1.806
321,448080,19.89,42.73,0.53,2040,1.8607156862745093
322,450290,19.68,43.03,0.53,2210,2.0187511312217197
323,452570,19.51,43.25,0.53,2280,2.098368421052631
324,454780,19.47,43.16,0.53,2210,2.0687466063348414
325,457070,19.35,43.25,0.53,2290,2.152069868995633
326,459400,20.0,41.84,0.53,2330,2.188716738197425
327,461650,22.03,38.02,0.53,2250,2.0880711111111108
328,463880,23.76,35.27,0.53,2230,2.052959641255605
329,466080,25.64,32.65,0.53,2200,1.9653
330,468310,27.07,31.03,0.53,2230,1.965273542600897
331,470580,28.42,29.69,0.53,2270,1.9344096916299565
332,472880,29.45,28.9,0.53,2300,1.8875173913043477
333,475220,30.1,28.47,0.53,2340,1.9029700854700855
334,477530,30.75,27.0,0.53,2310,1.923004329004329
335,479890,30.8,26.32,0.53,2360,2.0129703389830507
336,482350,31.25,26.14,0.53,2460,2.1174390243902437
337,484900,30.83,27.07,0.53,2550,2.193137254901961
338,487460,29.96,28.78,0.52,2560,2.1403671875
339,490020,30.05,28.62,0.52,2560,2.1037539062499997
340,492480,29.55,29.83,0.52,2460,1.9726544715447152
341,495040,28.51,31.25,0.52,2560,1.9591796874999998
342,497670,26.72,34.15,0.52,2630,1.9609961977186314
343,500330,25.55,36.14,0.52,2660,1.9481917293233084
344,502990,24.82,37.23,0.52,2660,1.8702443609022557
345,505670,24.21,38.05,0.52,2680,1.8614477611940299
346,508240,23.81,38.6,0.52,2570,1.7714552529182879
347,510810,23.5,39.08,0.52,2570,1.7574163424124514
348,513500,23.28,39.16,0.52,2690,1.8115762081784388
349,516180,23.04,39.39,0.52,2680,1.7845671641791045
350,519000,22.66,39.79,0.52,2820,1.8700709219858156
351,521860,22.39,39.76,0.52,2860,1.8958706293706293
352,524640,22.18,39.72,0.52,2780,1.8433920863309354
353,527340,21.86,40.3,0.51,2700,1.7914148148148148
354,530000,21.59,40.46,0.5,2660,1.7656127819548875
355,532760,21.36,40.75,0.5,2760,1.830514492753623
356,535500,21.18,40.91,0.5,2740,1.8446715328467156
357,538320,21.07,40.96,0.5,2820,1.9471524822695034
358,541230,20.83,41.67,0.5,2910,2.0515223367697595
359,544080,24.02,36.68,0.5,2850,2.0370280701754386
360,546850,21.97,41.87,0.5,2770,1.9994440433212994
361,549560,24.0,39.1,0.5,2710,1.9835387453874538
362,552190,25.11,37.18,0.5,2630,1.9266920152091254
363,554830,25.82,36.46,0.5,2640,1.9185416666666666
364,557450,26.01,35.92,0.5,2620,1.8688893129770994
